adr,ymd,chenap_count,amount_car,chenap_adr1,chenap_adr2,lng,lat
동대문구  동대문구 제기동 924,2022-03-31,2,441600,서대문구,독립문로6길,127.0389471,37.58145033
동대문구  동대문구 제기동 850,2022-03-31,2,384820,동대문구,회기로12나길,127.0412803,37.58162712
서울 동대문구 천호대로 145,2022-03-31,2,347760,동대문구,전농로37길,127.0398966,37.57439172
동대문구  동대문구 제기동 849,2022-03-31,1,70040,수원시,영통구,127.0405498,37.58066476
동대문구  동대문구 제기동 854-1,2022-04-01,3,61060,동대문구,약령시로,127.0404868,37.58297511
동대문구  동대문구 제기동 1205,2022-04-01,3,401250,동대문구,전농로27길,127.0361832,37.58396255
동대문구  동대문구 청량리동 49,2022-04-04,1,194280,동대문구,제기로,127.0471605,37.58613556
동대문구  동대문구 청량리동 57-25,2022-04-04,3,399840,성북구,한천로,127.0479321,37.58613435
동대문구 제기로 136,2022-04-04,2,428300,동대문구,제기로,127.048185,37.58630282
동대문구 고산자로 54길 46-1,2022-04-05,2,139900,동대문구,고산자로52길,127.0398557,37.58872374
동대문구  동대문구 청량리동 205-385,2022-04-05,5,668750,동대문구,제기로17길,127.0407519,37.58879732
동대문구  동대문구 장안동 479-2,2022-04-06,1,27880,동대문구,장한로,127.0666231,37.56579822
동대문구  동대문구 용두동 236-77,2022-04-06,2,414010,동대문구,왕산로19길,127.0283103,37.57664737
동대문구  동대문구 용두동 252-6,2022-04-07,3,647650,동대문구,무학로23길,127.029532,37.57297624
동대문구  동대문구 용두동 237-11,2022-04-07,4,667880,중구,퇴계로83길,127.0292313,37.57251672
동대문구 한천로 33길 15,2022-04-07,1,180490,동대문구,서울시립대로8길,127.066925,37.57615084
서울 동대문구 약령시로 159,2022-04-13,4,777120,동대문구,왕산로,127.0478161,37.58324212
동대문구 ,2022-04-13,4,746800,동대문구,제기로13길,127.039657,37.57452298
동대문구 ,2022-04-13,2,412860,동대문구,신이문로,127.039657,37.57452298
동대문구  용두동 236-10,2022-04-13,2,514590,동대문구,무학로35길,127.028911,37.57680841
동대문구 ,2022-04-14,3,765510,동대문구,천호대로45나길,127.039657,37.57452298
동대문구 ,2022-04-14,1,177810,강동구,천중로18길,127.039657,37.57452298
동대문구 ,2022-04-14,3,1097010,동대문구,서울시립대로,127.039657,37.57452298
동대문구 ,2022-04-14,5,1522840,성북구,화랑로,127.039657,37.57452298
동대문구 ,2022-04-14,2,454980,도봉구,도봉로180길,127.039657,37.57452298
동대문구 장한로 178,2022-04-18,1,89070,노원구,상계로24길,127.0723754,37.57618295
동대문구 ,2022-04-18,1,253750,의정부시,장곡로,127.039657,37.57452298
동대문구 ,2022-04-18,3,401250,중구,세종대로20길,127.039657,37.57452298
서울 동대문구 한천로 248,2022-04-18,5,700820,노원구,마들로,127.071898,37.58323604
동대문구  동대문구 제기동 939,2022-04-20,4,704600,중랑구,중랑천로,127.038032,37.58096094
동대문구 고산자로 60길 19,2022-04-20,4,680950,노원구,상계로9가길,127.0375448,37.58941574
동대문구  동대문구 장안동 376-4,2022-04-21,1,63600,포천시,신읍길,127.0672371,37.56639667
서울 동대문구 약령시로 159,2022-04-21,4,797720,동대문구,왕산로,127.0478161,37.58324212
서울 동대문구 약령시로 159,2022-04-21,3,452240,성북구,동소문로42나길,127.0478161,37.58324212
서울 동대문구 천호대로 145,2022-04-21,2,471080,동대문구,답십리로23길,127.0398966,37.57439172
동대문구 장한로 25길 16,2022-04-22,3,939850,성북구,오패산로17길,127.070286,37.5718624
동대문구  동대문구 답십리동 462,2022-04-22,1,78910,영등포구,여의대방로47라길,127.0438634,37.57473953
서울 동대문구 천호대로 145,2022-04-25,2,232750,동대문구,답십리로64길,127.0398966,37.57439172
동대문구 경동시장로 32,2022-04-28,3,401250,중구,대둔산로414번길,127.0407172,37.58182184
동대문구  동대문구 장안동 165-59,2022-05-02,3,223920,동대문구,한천로20길,127.0653978,37.5692735
서울 동대문구 천호대로 145,2022-05-02,3,588510,동대문구,답십리로63길,127.0398966,37.57439172
동대문구 고미술로43,2022-05-02,2,314500,수원시,권선구,127.0528618,37.56773683
동대문구  동대문구 답십리동 528,2022-05-02,5,713940,성동구,자동차시장1길,127.0518976,37.56816793
동대문구 답십리 멘토스 병원,2022-05-03,2,329060,동대문구,한천로,127.061407,37.5665244
동대문구  동대문구 청량리동 219,2022-05-03,5,439840,동대문구,제기로33길,127.0450297,37.58472796
동대문구  동대문구 제기동 137-623,2022-05-03,5,31520,중랑구,용마산로139다길,127.0355502,37.5880428
서울 동대문구 천호대로 145,2022-05-03,2,396180,동대문구,신이문로22길,127.0398966,37.57439172
동대문구 이문로 1길 21,2022-05-04,5,1045350,광주시,행정타운로,127.0515639,37.59016846
동대문구  사가정로2길7-3,2022-05-04,1,319090,성북구,종암로,127.0508514,37.57149603
동대문구  동대문구 답십리동 1001,2022-05-04,2,127200,서대문구,가재울로,127.0497539,37.5739045
동대문구  동대문구 답십리동 994,2022-05-10,3,594270,동대문구,답십리로41길,127.0539739,37.56693291
동대문구  동대문구 장안동 479-15,2022-05-11,4,1018250,중랑구,면목로44가길,127.0640746,37.5623735
동대문구  동대문구 답십리동 528,2022-05-11,3,824410,동대문구,천호대로47길,127.0518976,37.56816793
동대문구  동대문구 답십리동 528,2022-05-12,1,104360,강동구,동남로75길,127.0518976,37.56816793
동대문구 한천로 2길 26,2022-05-12,4,298200,동대문구,한천로37길,127.0598442,37.56284974
동대문구 한천로 2길 44,2022-05-12,4,1431920,강남구,봉은사로29길,127.0608784,37.56268874
동대문구  전농로35,2022-05-13,6,1369050,동대문구,전농로37길,127.0567804,37.56824047
동대문구  동대문구 청량리동 235-10,2022-05-16,3,582840,동대문구,왕산로,127.045315,37.58331978
동대문구  동대문구 장안동 167-16,2022-05-16,1,133550,동대문구,한천로24길,127.0667197,37.57016989
서울 동대문구 천호대로 145,2022-05-16,6,454750,강남구,학동로26길,127.0398966,37.57439172
동대문구  동대문구 장안동 479-3,2022-05-17,5,1383830,동대문구,천호대로77다길,127.0651284,37.56515034
동대문구  동대문구 답십리동 439-97,2022-05-19,2,588860,동대문구,답십리로,127.0558701,37.570263
동대문구  동대문구 장안동 365-5,2022-05-19,2,298240,하남시,미사강변동로,127.0703016,37.56892678
동대문구 한천로 2길 30,2022-05-20,1,63600,관악구,인헌21길,127.0600515,37.56281629
동대문구  동대문구 장안동 370-3,2022-05-23,2,266820,양천구,목동중앙로3길,127.0704172,37.57219182
동대문구  동대문구 전농동 199-68,2022-05-24,2,355620,강남구,밤고개로,127.0537871,37.58113069
동대문구 천호대로 31길 19,2022-05-25,4,623790,은평구,통일로,127.0405995,37.57443463
동대문구 전농SK,2022-05-27,4,694480,성동구,자동차시장1길,127.060442,37.576625
동대문구  동대문구 답십리동 469-12,2022-06-02,4,587620,동대문구,답십리로38길,127.04865,37.5725586
동대문구 시립대로 99-5,2022-06-02,2,347240,포천시,창수면,127.050391,37.5800443
동대문구  동대문구 장안동 432-4,2022-06-07,1,337220,광진구,면목로,127.064514,37.562473
동대문구  동대문구 장안동 479-2,2022-06-07,4,534720,성동구,행당로,127.0666231,37.56579822
동대문구  동대문구 용두동 237-15,2022-06-07,2,12900,동대문구,망우로12나길,127.0329567,37.57602655
 동대문구 용두동 119-61,2022-06-07,4,765480,성북구,종암로11길,127.0307262,37.57644512
동대문구  이문로12길3-7,2022-06-08,4,824360,동대문구,이문로,127.0588381,37.5937874
동대문구 이문로 72,2022-06-08,3,399840,동대문구,이문로,127.0585113,37.5934879
동대문구 동대문세무서 ,2022-06-08,3,598290,동대문구,왕산로,127.047789,37.5832258
서울 동대문구 천호대로 145,2022-06-08,2,127200,동대문구,답십리로62길,127.0398966,37.57439172
동대문구  이문로15-1,2022-06-09,2,447480,중랑구,동일로126길,127.0547951,37.58950748
서울 동대문구 천호대로 145,2022-06-09,2,449720,동대문구,외대역동로14길,127.0398966,37.57439172
동대문구 ,2022-06-10,3,640590,성동구,마장로,127.039657,37.57452298
동대문구  동대문구 용두동 39-9,2022-06-10,3,439440,동대문구,장한로34길,127.0397491,37.57441853
동대문구  동대문구 장안동 376-4,2022-06-13,2,366460,중랑구,봉우재로20길,127.0672371,37.56639667
동대문구 사가장로2길44,2022-06-13,2,55760,동대문구,사가정로2길,127.05223,37.5700966
동대문구 ,2022-06-13,3,317260,동작구,노량진로26길,127.039657,37.57452298
서울 동대문구 천호대로 145,2022-06-13,3,693590,동대문구,천호대로79길,127.0398966,37.57439172
서울 동대문구 천호대로 145,2022-06-14,2,355620,동대문구,한천로51길,127.0398966,37.57439172
서울 동대문구 천호대로 145,2022-06-15,2,387290,동대문구,천호대로45나길,127.0398966,37.57439172
동대문구  동대문구 답십리동 530-3,2022-06-16,1,63600,광진구,긴고랑로36길,127.0551791,37.56582458
동대문구  휘경로31길21,2022-06-16,5,857770,동대문구,휘경로31길,127.0674897,37.59499479
동대문구  동대문구 이문동 189-3,2022-06-16,2,355620,중랑구,중랑역로15길,127.069228,37.6007576
서울 동대문구 천호대로 145,2022-06-17,2,668680,동대문구,장한로28길,127.0398966,37.57439172
동대문구  동대문구 장안동 478-13,2022-06-17,1,57900,동대문구,장한로21길,127.0658115,37.56740641
서울 동대문구 천호대로 145,2022-06-17,3,702540,동대문구,한천로,127.0398966,37.57439172
동대문구  동대문구 장안동 140-1,2022-06-20,1,27880,노원구,섬밭로,127.0677315,37.57344524
동대문구 왕산로 45길 17,2022-06-21,2,505590,동대문구,홍릉로8길,127.0489541,37.58437528
동대문구 천호대로 89길 24,2022-06-22,3,206000,송파구,거마로,127.0685988,37.56271298
동대문구 황물로 121-2,2022-07-01,6,1476660,미추홀구,경인로,127.0527882,37.56833044
동대문구  동대문구 장안동 372-8,2022-07-01,5,668750,노원구,덕릉로131길,127.0700589,37.57079748
동대문구  동대문구 답십리동 532-1,2022-07-05,1,27880,성동구,동일로55가길,127.0514468,37.56921157
동대문구  동대문구 장안동 479-15,2022-07-05,2,333780,중구,필동로,127.0640746,37.5623735
서울 동대문구 천호대로 145,2022-07-05,3,612260,동대문구,천호대로,127.0398966,37.57439172
동대문구  왕산로26길27,2022-07-06,1,63600,성북구,북악산로1나길,127.0365641,37.57680755
서울 동대문구 천호대로 145,2022-07-06,3,62900,서울특별시,동대문구,127.0398966,37.57439172
동대문구 이문로 12길 3-7,2022-07-07,2,55760,동대문구,이문로,127.0588381,37.5937874
동대문구  동대문구 이문동 395-12,2022-07-07,3,652770,양천구,남부순환로27길,127.057636,37.60086339
동대문구  동대문구 이문동 393-9,2022-07-07,4,328010,강북구,수유로21길,127.0576411,37.60062408
동대문구  동대문구 장안동 471-2,2022-07-08,3,320540,노원구,덕릉로126길,127.0661281,37.56657011
동대문구  동대문구 답십리동 530-3,2022-07-11,3,440720,동대문구,천호대로95길,127.0551791,37.56582458
동대문구  사가정로9길68,2022-07-12,4,767090,용산구,녹사평대로46가길,127.0535453,37.57865324
동대문구 천호대로 83길 93,2022-07-12,4,774580,양평군,강하면,127.0666951,37.5661656
동대문구 장한로 25길 8,2022-07-12,3,784070,강남구,언주로,127.0706949,37.57189109
동대문구 ,2022-07-13,3,627700,동대문구,답십리로,127.039657,37.57452298
동대문구  홍릉로8길2-1,2022-07-14,3,750900,중랑구,용마산로129나길,127.0444064,37.58378026
동대문구  동대문구 장안동 391-25,2022-07-14,2,536780,동대문구,답십리로41길,127.0681292,37.57033216
동대문구  동대문구 답십리동 952-4,2022-07-15,3,770480,성동구,용답19길,127.0601385,37.56528471
동대문구  망우로20가길21,2022-07-18,6,1165680,동대문구,망우로16길,127.0640804,37.59026702
동대문구 전농로 16길 73-17,2022-07-18,3,606040,동대문구,전농로20길,127.0621552,37.57888878
동대문구 답십리로 38길 37,2022-07-18,5,721170,동대문구,답십리로38길,127.0494751,37.572749
서울 동대문구 천호대로 145,2022-07-18,2,223400,도봉구,마들로,127.0398966,37.57439172
동대문구  시립대로 164,2022-07-19,2,355620,동대문구,서울시립대로,127.052632,37.5794937
동대문구  동대문구 장안동 366-5,2022-07-19,6,1203780,동대문구,답십리로72길,127.0708754,37.56984554
동대문구  전농로38다길28,2022-07-19,4,913610,동대문구,전농로38다길,127.0545399,37.58613662
서울 동대문구 천호대로 145,2022-07-19,7,1375580,동대문구,답십리로40길,127.0398966,37.57439172
동대문구  동대문구 답십리동 542-6,2022-07-20,2,334320,김포시,양곡로,127.0474037,37.57242252
동대문구  하정로2길15,2022-07-20,3,548380,동대문구,하정로2길,127.0276478,37.57493474
동대문구  왕산로2길9,2022-07-20,1,92070,당진시,송산면,127.0249761,37.57566135
동대문구  동대문구 장안동 479-3,2022-07-20,4,111520,강남구,헌릉로745길,127.0651284,37.56515034
동대문구  동대문구 신설동 97-15,2022-07-20,3,324910,종로구,창신동,127.0255161,37.57532877
동대문구  전농로37길91-1,2022-07-22,3,157510,동대문구,약령시로,127.0512849,37.5811436
동대문구  답십리로23길80-2,2022-07-22,6,537060,동대문구,답십리로23길,127.050633,37.57870895
동대문구 ,2022-07-25,3,401250,구리시,갈매순환로204번길,127.039657,37.57452298
동대문구  동대문구 답십리동 530-9,2022-07-25,6,153150,동대문구,전농로,127.0523159,37.56816865
동대문구 약령동길 31,2022-07-25,7,1709500,구로구,신도림로21길,127.0377286,37.57972091
동대문구 천호대로 45길 39,2022-07-26,3,82500,진천군,진천읍,127.0431719,37.57465501
동대문구  동대문구 장안동 478-9,2022-07-27,3,707840,동대문구,장한로27길,127.0672587,37.56774401
동대문구  동대문구 청량리동 203-316,2022-07-27,3,400650,동대문구,제기로17길,127.0413251,37.58710551
동대문구  동대문구 장안동 321-11,2022-08-01,4,535000,동대문구,답십리로63길,127.0733219,37.57610208
서울 동대문구 천호대로 145,2022-08-03,4,25800,동대문구,사가정로,127.0398966,37.57439172
동대문구  동대문구 용두동 237-15,2022-08-04,3,570160,동대문구,경동시장로20길,127.0329567,37.57602655
동대문구  동대문구 제기동 122-694,2022-08-05,2,334320,동대문구,고산자로60길,127.0378326,37.59001878
동대문구 무학로 20다길 1-1,2022-08-05,4,417530,동대문구,무학로20다길,127.0316831,37.57124856
동대문구  시립대로28나길7-1,2022-08-08,2,501920,동대문구,왕산로43나길,127.053506,37.5816647
동대문구  답십리로23길139,2022-08-10,6,896120,동대문구,천호대로7길,127.0522963,37.58108676
동대문구 ,2022-08-10,3,673510,용산구,원효로84길,127.039657,37.57452298
동대문구  천장산로40,2022-08-11,7,895880,강북구,삼양로138길,127.0576802,37.59947791
동대문구  무학로45길14,2022-08-12,4,111520,성북구,안암로9길,127.0288423,37.58116888
동대문구  동대문구 용두동 104-34,2022-08-12,5,748990,노원구,덕릉로119가길,127.0331259,37.57731159
동대문구 천호대로 35길 81,2022-08-16,3,83640,동대문구,천호대로47길,127.0425199,37.57687367
동대문구  동대문구 청량리동 52-24,2022-08-17,3,500670,관악구,쑥고개로,127.0478809,37.58410903
서울 동대문구 청량리동 52-24,2022-08-17,3,582840,관악구,쑥고개로,127.0478809,37.58410903
동대문구  동대문구 용두동 237-8,2022-08-17,4,135000,중랑구,동일로152길,127.0292175,37.57456207
동대문구 장한로 36길 23-47,2022-08-18,3,562110,동대문구,서울시립대로2길,127.0735176,37.57855492
동대문구 천호대로 83길 92,2022-08-19,3,943850,동대문구,천호대로83길,127.0670531,37.56595187
동대문구  동대문구 답십리동 994,2022-08-22,3,83640,중랑구,봉화산로,127.0539739,37.56693291
동대문구  동대문구 장안동 479-15,2022-08-22,3,414620,노원구,한글비석로,127.0640746,37.5623735
서울 동대문구 천호대로 145,2022-08-22,3,507260,동대문구,사가정로,127.0398966,37.57439172
동대문구  전농로37가길9,2022-08-23,3,401250,서대문구,북아현로11라길,127.051945,37.5843143
동대문구  동대문구 청량리동 203-284,2022-08-24,2,74320,동대문구,홍릉로27길,127.0409206,37.58844065
동대문구  동대문구 장안동 478-12,2022-08-25,3,620730,동대문구,답십리로59길,127.0670051,37.56698128
동대문구  미주아파트입구 노상,2022-08-25,4,511370,성북구,동소문로42나길,127.045842,37.5824337
동대문구  동대문구 장안동 479-15,2022-08-26,4,997240,남양주시,화도읍 먹갓로27번길,127.0640746,37.5623735
동대문구 전농동 141-6,2022-08-31,3,786430,동대문구,약령시로21길,127.0538028,37.58241856
동대문구  동대문구 전농동 588-1,2022-08-31,3,494880,동대문구,서울시립대로2길,127.0479022,37.58015862
동대문구  동대문구 장안동 344-1,2022-09-01,3,496320,동대문구,장한로26다길,127.0722023,37.57124821
동대문구  이문로46길69,2022-09-01,4,535000,동대문구,이문로46길,127.0660485,37.60175015
동대문구  동대문구 장안동 478-12,2022-09-02,1,63600,포천시,신읍길,127.0670051,37.56698128
동대문구  동대문구 전농동 10,2022-09-02,2,127200,강남구,강남대로128길,127.0604658,37.57664213
동대문구  동대문구 장안동 163-10,2022-09-06,3,246740,동대문구,답십리로64길,127.0658801,37.57014243
동대문구  동대문구 장안동 455-8,2022-09-06,7,1066840,동대문구,천호대로77가길,127.0703014,37.56178837
동대문구  동대문구 청량리동 34,2022-09-06,5,139400,동대문구,왕산로43가길,127.0494381,37.58616554
동대문구  동대문구 청량리동 33-16,2022-09-06,5,139400,동대문구,왕산로43가길,127.0497163,37.585332
동대문구  동대문구 장안동 374-1,2022-09-07,4,1168720,동대문구,사가정로23가길,127.0688107,37.56852833
동대문구  동대문구 장안동 374-1,2022-09-07,7,1494450,동대문구,장한로,127.0688107,37.56852833
동대문구  동대문구 장안동 374-1,2022-09-07,5,695490,동대문구,장한로,127.0688107,37.56852833
동대문구  시립대로27번길40,2022-09-13,4,533120,중랑구,공릉로,127.052545,37.5843681
동대문구  청량리역,2022-09-13,3,827810,동대문구,장한로26다길,127.046973,37.5809647
동대문구  동대문구 제기동 856,2022-09-14,1,27880,동대문구,약령시로,127.0385999,37.58258065
동대문구  망우로20가길 8,2022-09-14,4,826360,강서구,국회대로,127.0635629,37.589876
동대문구 ,2022-09-14,3,799860,광진구,영화사로9나길,127.039657,37.57452298
동대문구  동대문구 휘경동 43-204,2022-09-14,4,667560,동대문구,한천로49길,127.0671725,37.58617516
동대문구  동대문구 용두동 39-694,2022-09-14,4,254400,동대문구,천호대로29길,127.0412727,37.57529782
동대문구  한빛로29,2022-09-15,2,167800,시흥시,서울대학로264번길,127.0260429,37.57834392
동대문구  동대문구 장안동 477-14,2022-09-15,3,647710,강서구,초록마을로26길,127.0705727,37.56514721
동대문구  동대문구 답십리동 528,2022-09-15,1,139260,동대문구,고미술로,127.0518976,37.56816793
동대문구  동대문구 휘경동 161-10,2022-09-15,9,976140,동대문구,경희대로6길,127.0635291,37.59411338
동대문구  동대문구 전농동 6,2022-09-16,4,533120,강남구,논현로159길,127.064958,37.57727197
동대문구  동대문구 전농동 141-164,2022-09-16,3,401040,동대문구,전농로,127.0552856,37.58106332
