"시도코드","시도명","시군구코드","시군구명","기준연도","연도","과거대비인구변화","최근인구변화","과거대비사업체변화","최근사업체변화","노후건축물비율"
"41",경기도,"41190",경기도 부천시,"2013","2013",1.7,3,3,1,64.26
"42",강원도,"42770",강원도 정선군,"2017","2017",-71.74,4,0.92,0,42.91
"42",강원도,"42780",강원도 철원군,"2016","2016",-24.15,2,2.32,0,48.62
"42",강원도,"42780",강원도 철원군,"2013","2013",-32.78,3,1.67,1,37.9
"42",강원도,"42830",강원도 양양군,"2019","2019",-30.05,3,3.63,0,39.42
"42",강원도,"42830",강원도 양양군,"2017","2017",-30.05,5,2.63,0,42.02
"44",충청남도,"44200",충청남도 아산시,"2017","2017",8.63,0,5.42,0,52.02
"45",전라북도,"45210",전라북도 김제시,"2017","2017",-51.96,5,1.56,0,65.6
"45",전라북도,"45770",전라북도 순창군,"2013","2013",-65.72,1,-10.31,0,58.95
"46",전라남도,"46130",전라남도 여수시,"2017","2017",-14.27,5,1.58,0,65.15
"46",전라남도,"46130",전라남도 여수시,"2019","2019",-14.27,5,3.16,0,64.64
"47",경상북도,"47720",경상북도 군위군,"2018","2018",-52.28,2,-0.73,1,62.91
"46",전라남도,"46790",전라남도 화순군,"2014","2014",-42.07,5,3.9,0,58.18
"46",전라남도,"46830",전라남도 영암군,"2013","2013",-41.27,2,-0.57,1,53.33
"47",경상북도,"47190",경상북도 구미시,"2017","2017",2.86,2,3.35,0,46.7
"47",경상북도,"47920",경상북도 봉화군,"2019","2019",-60.15,5,1.37,0,65.72
"48",경상남도,"48330",경상남도 양산시,"2013","2013",16.28,0,5.98,0,37.97
"11",서울특별시,"11440",서울특별시 마포구,"2014","2014",-16.38,3,2.39,0,64.77
"26",부산광역시,"26410",부산광역시 금정구,"2016","2016",-22.96,4,-4.75,1,76.3
"26",부산광역시,"26410",부산광역시 금정구,"2014","2014",-22.43,2,-6.81,1,73.97
"26",부산광역시,"26500",부산광역시 수영구,"2017","2017",-17.81,1,2.45,3,80.55
"27",대구광역시,"27110",대구광역시 중구,"2018","2018",-57.7,2,1.46,1,81.53
"28",인천광역시,"28245",인천광역시 계양구,"2014","2014",2.99,2,-0.12,1,53.43
"28",인천광역시,"28245",인천광역시 계양구,"2018","2018",-3.91,5,1.67,1,60.32
"28",인천광역시,"28245",인천광역시 계양구,"2017","2017",-3.91,4,2.14,1,62.72
"28",인천광역시,"28710",인천광역시 강화군,"2013","2013",-37.65,3,1.97,0,42.51
"28",인천광역시,"28720",인천광역시 옹진군,"2013","2013",-33.19,0,5.31,0,42.5
"30",대전광역시,"30140",대전광역시 중구,"2016","2016",-19.9,3,2.85,0,78.11
"31",울산광역시,"31110",울산광역시 중구,"2014","2014",-5.75,1,0.43,0,68.03
"41",경기도,"41210",경기도 광명시,"2016","2016",-5.57,4,3.53,1,70.31
"41",경기도,"41360",경기도 남양주시,"2016","2016",17.24,0,8.68,0,29.12
"41",경기도,"41360",경기도 남양주시,"2019","2019",17.24,0,3.69,0,30.09
"41",경기도,"41460",경기도 용인시,"2019","2019",10.86,0,5.89,0,29.98
"41",경기도,"41650",경기도 포천시,"2013","2013",-0.84,5,3.71,0,29
"41",경기도,"41820",경기도 가평군,"2016","2016",0.67,0,6.62,0,33.28
"41",경기도,"41820",경기도 가평군,"2014","2014",-17.95,0,2.11,0,30.79
"44",충청남도,"44800",충청남도 홍성군,"2014","2014",-37.36,0,3.38,0,33.7
"46",전라남도,"46720",전라남도 곡성군,"2013","2013",-63.69,4,-14.48,0,56.53
"46",전라남도,"46720",전라남도 곡성군,"2014","2014",-63.69,3,-1.5,0,57.06
"47",경상북도,"47280",경상북도 문경시,"2017","2017",-49.11,3,-1.32,1,68.22
"47",경상북도,"47130",경상북도 경주시,"2016","2016",-8.94,5,6.58,0,57.07
"47",경상북도,"47170",경상북도 안동시,"2018","2018",-24.56,3,0.56,0,68.16
"47",경상북도,"47170",경상북도 안동시,"2017","2017",-24.56,2,1.57,0,68.92
"48",경상남도,"48850",경상남도 하동군,"2018","2018",-46.87,3,0.34,0,64.78
"11",서울특별시,"11560",서울특별시 영등포구,"2013","2013",-15.71,3,0.91,0,75.28
"11",서울특별시,"11560",서울특별시 영등포구,"2017","2017",-23.96,5,-1.66,1,80.48
"27",대구광역시,"27230",대구광역시 북구,"2016","2016",-3.24,2,1.28,0,61.32
"27",대구광역시,"27230",대구광역시 북구,"2017","2017",-3.24,2,1.75,0,60.54
"41",경기도,"41220",경기도 평택시,"2013","2013",2.66,0,-0.54,1,30.87
"41",경기도,"41220",경기도 평택시,"2018","2018",12.02,0,2.8,0,36.6
"44",충청남도,"44770",충청남도 서천군,"2019","2019",-51.49,5,2.5,1,57.18
"45",전라북도,"45140",전라북도 익산시,"2018","2018",-8.25,5,0.53,1,67.59
"45",전라북도,"45180",전라북도 정읍시,"2018","2018",-45.95,5,0.94,1,53.35
"45",전라북도,"45790",전라북도 고창군,"2013","2013",-63.21,1,2.76,0,19.92
"46",전라남도,"46900",전라남도 진도군,"2018","2018",-60.69,5,3.17,1,74.82
"46",전라남도,"46910",전라남도 신안군,"2013","2013",-74.64,2,-8.64,0,73.43
"47",경상북도,"47820",경상북도 청도군,"2016","2016",-44.3,2,6.57,0,63.17
"47",경상북도,"47930",경상북도 울진군,"2017","2017",-45.26,3,0.5,0,70.54
"48",경상남도,"48730",경상남도 함안군,"2013","2013",-24.34,1,7.95,0,16.76
"48",경상남도,"48730",경상남도 함안군,"2019","2019",-9.07,4,4.24,1,32.75
"11",서울특별시,"11110",서울특별시 종로구,"2013","2013",-46.81,3,-1.51,1,66.62
"11",서울특별시,"11710",서울특별시 송파구,"2013","2013",1.59,3,2.72,0,56.12
"11",서울특별시,"11710",서울특별시 송파구,"2017","2017",-3.37,4,0.4,1,58.43
"26",부산광역시,"26170",부산광역시 동구,"2013","2013",-56.81,3,-3.02,1,81.03
"26",부산광역시,"26170",부산광역시 동구,"2019","2019",-55.61,5,-3.25,2,86.26
"27",대구광역시,"27170",대구광역시 서구,"2016","2016",-50.72,5,-10.05,1,82.46
"27",대구광역시,"27170",대구광역시 서구,"2014","2014",-47.94,5,-11.68,2,76.09
"36",세종특별자치시,"36110",세종특별자치시 세종시,"2016","2016",,,22.43,0,49.2
"36",세종특별자치시,"36110",세종특별자치시 세종시,"2018","2018",,,16.84,0,50.99
"41",경기도,"41630",경기도 양주시,"2013","2013",23.62,2,4.57,0,29.91
"41",경기도,"41630",경기도 양주시,"2018","2018",4.44,0,3.6,0,37.03
"41",경기도,"41630",경기도 양주시,"2017","2017",4.44,1,2.89,0,42.48
"42",강원도,"42170",강원도 동해시,"2018","2018",-7.44,5,-2.27,1,60.81
"42",강원도,"42820",강원도 고성군,"2019","2019",-39.42,3,3.38,0,60.06
"42",강원도,"42820",강원도 고성군,"2014","2014",-45.65,2,-4.79,3,54.62
"43",충청북도,"43150",충청북도 제천시,"2013","2013",-16.84,2,3.73,0,53.77
"43",충청북도,"43150",충청북도 제천시,"2017","2017",-11.24,3,3.09,0,54.47
"44",충청남도,"44150",충청남도 공주시,"2017","2017",-29.52,5,-0.06,2,61.34
"45",전라북도,"45720",전라북도 진안군,"2014","2014",-73.95,3,-10.77,2,49.55
"45",전라북도,"45720",전라북도 진안군,"2016","2016",-64.33,5,7.34,1,50.9
"46",전라남도,"46730",전라남도 구례군,"2018","2018",-50.84,1,-0.78,1,64.47
"46",전라남도,"46880",전라남도 장성군,"2018","2018",-50.03,1,2.82,0,58.88
"48",경상남도,"48110",경상남도 창원시,"2018","2018",,,1.13,0,
"48",경상남도,"48880",경상남도 거창군,"2014","2014",-44,2,3.08,2,60.91
"11",서울특별시,"11215",서울특별시 광진구,"2016","2016",-8.69,5,-0.71,1,69.91
"11",서울특별시,"11470",서울특별시 양천구,"2013","2013",-4.29,2,2.03,1,66.77
"11",서울특별시,"11740",서울특별시 강동구,"2019","2019",-17.7,5,-2.26,2,68.27
"26",부산광역시,"26320",부산광역시 북구,"2017","2017",-9.6,2,2.01,1,77.38
"26",부산광역시,"26380",부산광역시 사하구,"2013","2013",-9.96,5,0.74,1,79.24
"27",대구광역시,"27140",대구광역시 동구,"2019","2019",-6.1,1,1.05,0,71.86
"27",대구광역시,"27260",대구광역시 수성구,"2014","2014",-0.81,2,0.43,0,69.03
"27",대구광역시,"27260",대구광역시 수성구,"2017","2017",-3.01,4,1.45,0,71.64
"41",경기도,"41410",경기도 군포시,"2018","2018",-0.36,4,1.33,0,64.87
"46",전라남도,"46170",전라남도 나주시,"2014","2014",-57.7,4,0.76,2,62.93
"46",전라남도,"46170",전라남도 나주시,"2018","2018",-46.03,0,7.63,0,67.02
"48",경상남도,"48310",경상남도 거제시,"2014","2014",17.71,0,2.3,0,49.91
"48",경상남도,"48310",경상남도 거제시,"2016","2016",7.66,0,5.75,0,51.56
"49",제주특별자치도,"49110",제주특별자치도 제주시,"2013","2013",2.37,0,4.91,1,49.2
"49",제주특별자치도,"49110",제주특별자치도 제주시,"2017","2017",9.99,0,4.18,0,56.07
"11",서울특별시,"11320",서울특별시 도봉구,"2013","2013",-5.45,5,1.2,1,63.68
"11",서울특별시,"11320",서울특별시 도봉구,"2018","2018",-8.46,5,0.37,1,74.34
"11",서울특별시,"11650",서울특별시 서초구,"2014","2014",-0.61,1,0.5,1,57.75
"11",서울특별시,"11650",서울특별시 서초구,"2018","2018",4.55,2,-1.8,2,64.44
"27",대구광역시,"27710",대구광역시 달성군,"2016","2016",8.81,1,6.75,0,52.63
"27",대구광역시,"27710",대구광역시 달성군,"2014","2014",12.25,1,4.83,0,50.21
"28",인천광역시,"28185",인천광역시 연수구,"2018","2018",11.57,0,7.23,0,61.1
"30",대전광역시,"30110",대전광역시 동구,"2019","2019",-18.55,4,0.08,1,75.9
"41",경기도,"41130",경기도 성남시,"2016","2016",-2.58,2,5.02,0,71.34
"41",경기도,"41170",경기도 안양시,"2014","2014",-1.68,4,0.92,1,69.72
"41",경기도,"41170",경기도 안양시,"2019","2019",-5.99,5,0.28,1,71.95
"41",경기도,"41280",경기도 고양시,"2013","2013",4.41,1,4.33,0,15.82
"41",경기도,"41280",경기도 고양시,"2019","2019",7.58,0,3.1,0,37.38
"41",경기도,"41290",경기도 과천시,"2014","2014",-7.81,4,4.56,1,50.81
"42",강원도,"42150",강원도 강릉시,"2016","2016",-6.76,4,0.08,0,56.98
"42",강원도,"42190",강원도 태백시,"2016","2016",-59.3,5,0.84,1,67.54
"42",강원도,"42190",강원도 태백시,"2018","2018",-59.3,5,4.85,0,69.54
"42",강원도,"42750",강원도 영월군,"2014","2014",-63.3,3,3.35,0,42.97
"42",강원도,"42810",강원도 인제군,"2017","2017",-30.36,2,1.25,0,34.01
"45",전라북도,"45130",전라북도 군산시,"2017","2017",-6.39,2,-0.39,1,61.52
"45",전라북도,"45190",전라북도 남원시,"2019","2019",-43.35,5,-1.99,2,64.74
"45",전라북도,"45190",전라북도 남원시,"2018","2018",-43.35,5,-2.26,2,64.35
"45",전라북도,"45730",전라북도 무주군,"2014","2014",-61.48,1,2.74,0,53.12
"47",경상북도,"47210",경상북도 영주시,"2017","2017",-31.13,5,-0.16,1,67.92
"47",경상북도,"47210",경상북도 영주시,"2014","2014",-33.36,3,2.28,0,64.43
"48",경상남도,"48170",경상남도 진주시,"2014","2014",-0.56,1,1.71,0,62.66
"48",경상남도,"48170",경상남도 진주시,"2019","2019",1.49,2,2.48,0,67.51
"48",경상남도,"48250",경상남도 김해시,"2018","2018",3.64,0,2.04,0,43.54
"48",경상남도,"48890",경상남도 합천군,"2013","2013",-62.28,4,-11.43,1,65.28
"48",경상남도,"48890",경상남도 합천군,"2018","2018",-55.24,4,-7.11,2,71.4
"11",서울특별시,"11410",서울특별시 서대문구,"2016","2016",-26.4,2,-5.99,1,77.2
"11",서울특별시,"11410",서울특별시 서대문구,"2013","2013",-25.2,3,-16.75,2,72.66
"11",서울특별시,"11410",서울특별시 서대문구,"2017","2017",-26.4,2,-0.41,1,78.39
"26",부산광역시,"26440",부산광역시 강서구,"2017","2017",9.1,0,5.78,0,42.15
"29",광주광역시,"29110",광주광역시 동구,"2016","2016",-53.88,5,-1.91,0,75.84
"29",광주광역시,"29110",광주광역시 동구,"2014","2014",-53.04,3,-3.37,1,73.37
"29",광주광역시,"29170",광주광역시 북구,"2018","2018",-5.25,3,1.26,1,66.19
"31",울산광역시,"31140",울산광역시 남구,"2013","2013",-0.8,1,1.6,0,52.43
"41",경기도,"41430",경기도 의왕시,"2017","2017",5.91,4,5.02,0,20.07
"41",경기도,"41500",경기도 이천시,"2016","2016",3.15,2,3.87,0,35.09
"41",경기도,"41610",경기도 광주시,"2016","2016",29.43,0,8.16,0,25.74
"41",경기도,"41610",경기도 광주시,"2019","2019",29.43,0,2.87,0,29.27
"42",강원도,"42210",강원도 속초시,"2019","2019",-10.57,2,3.45,0,65.56
"42",강원도,"42210",강원도 속초시,"2018","2018",-10.57,3,2.54,0,65.44
"42",강원도,"42230",강원도 삼척시,"2014","2014",-51.69,1,4.62,0,46.78
"42",강원도,"42800",강원도 양구군,"2016","2016",-28.13,1,5.69,1,45.78
"42",강원도,"42800",강원도 양구군,"2019","2019",-28.13,4,3,0,47.85
"43",충청북도,"43745",충청북도 증평군,"2018","2018",-12.12,1,2.44,0,54.95
"43",충청북도,"43745",충청북도 증평군,"2014","2014",-21.87,0,2.69,0,54.74
"44",충청남도,"44180",충청남도 보령시,"2013","2013",-35.36,3,3.92,2,34.13
"45",전라북도,"45110",전라북도 전주시,"2019","2019",0.28,3,2.91,0,61.19
"45",전라북도,"45710",전라북도 완주군,"2018","2018",-18.07,1,4.96,0,50.81
"46",전라남도,"46110",전라남도 목포시,"2013","2013",-0.21,1,1.06,0,70.94
"46",전라남도,"46110",전라남도 목포시,"2016","2016",-5.65,4,1.19,0,75.47
"46",전라남도,"46710",전라남도 담양군,"2019","2019",-49.83,2,6.83,1,53.37
"47",경상북도,"47750",경상북도 청송군,"2018","2018",-56.6,5,0.14,1,55.81
"48",경상남도,"48860",경상남도 산청군,"2013","2013",-56.24,1,-9.96,2,61.54
"48",경상남도,"48860",경상남도 산청군,"2017","2017",-46.97,1,-1.4,1,65.78
"48",경상남도,"48860",경상남도 산청군,"2014","2014",-56.24,1,0,2,61.5
"48",경상남도,"48860",경상남도 산청군,"2019","2019",-46.97,2,0.5,1,64.95
"11",서울특별시,"11170",서울특별시 용산구,"2016","2016",-34.93,5,-2.73,0,79.85
"11",서울특별시,"11620",서울특별시 관악구,"2013","2013",-9.3,3,-3.61,1,63.3
"27",대구광역시,"27200",대구광역시 남구,"2016","2016",-42.62,5,-5.91,1,81.9
"28",인천광역시,"28260",인천광역시 서구,"2016","2016",22.48,0,4.34,0,45.74
"28",인천광역시,"28260",인천광역시 서구,"2013","2013",5.79,0,7.92,0,41.65
"28",인천광역시,"28260",인천광역시 서구,"2017","2017",22.48,0,4.41,0,41.79
"30",대전광역시,"30200",대전광역시 유성구,"2019","2019",17.01,1,3.56,0,32.18
"31",울산광역시,"31710",울산광역시 울주군,"2014","2014",14.32,0,6.4,0,32.66
"41",경기도,"41150",경기도 의정부시,"2019","2019",-0.17,0,1.26,0,67.73
"41",경기도,"41150",경기도 의정부시,"2018","2018",-0.17,0,2.57,0,68.31
"41",경기도,"41150",경기도 의정부시,"2017","2017",-0.17,0,3.13,0,57.61
"41",경기도,"41270",경기도 안산시,"2017","2017",-6.31,5,2.03,0,40.07
"41",경기도,"41390",경기도 시흥시,"2013","2013",4.48,3,6.88,0,18.54
"41",경기도,"41550",경기도 안성시,"2014","2014",12.93,1,3.59,0,36.57
"41",경기도,"41570",경기도 김포시,"2016","2016",48.08,0,11.93,0,19.07
"41",경기도,"41570",경기도 김포시,"2014","2014",14.6,0,7.96,0,14.11
"41",경기도,"41590",경기도 화성시,"2018","2018",16.09,0,6.65,0,25.92
"41",경기도,"41590",경기도 화성시,"2017","2017",16.09,0,5.6,0,26.32
"44",충청남도,"44210",충청남도 서산시,"2016","2016",4.88,0,4.33,0,49.71
"47",경상북도,"47230",경상북도 영천시,"2018","2018",-32.7,3,-1.13,1,59.01
"46",전라남도,"46810",전라남도 강진군,"2014","2014",-62.75,4,-12.16,1,64
"46",전라남도,"46810",전라남도 강진군,"2018","2018",-56.18,5,2.8,0,66.38
"47",경상북도,"47900",경상북도 예천군,"2013","2013",-64.22,5,-10.18,2,62.8
"47",경상북도,"47900",경상북도 예천군,"2018","2018",-57.17,2,0.87,1,66.78
"47",경상북도,"47900",경상북도 예천군,"2019","2019",-57.17,1,5.81,1,66.64
"48",경상남도,"48270",경상남도 밀양시,"2018","2018",-33.6,2,0.32,1,58.42
"48",경상남도,"48270",경상남도 밀양시,"2014","2014",-38.64,4,2.14,0,54.59
"48",경상남도,"48270",경상남도 밀양시,"2016","2016",-33.6,3,5.45,0,57.18
"11",서울특별시,"11200",서울특별시 성동구,"2017","2017",-31.23,2,1.6,0,82.35
"11",서울특별시,"11590",서울특별시 동작구,"2019","2019",-6.98,2,-0.4,1,70.63
"11",서울특별시,"11590",서울특별시 동작구,"2017","2017",-6.98,2,-2.25,1,73.16
"27",대구광역시,"27290",대구광역시 달서구,"2019","2019",-1.4,5,0.13,1,64.43
"30",대전광역시,"30230",대전광역시 대덕구,"2013","2013",-12.32,3,0.13,1,58.28
"30",대전광역시,"30230",대전광역시 대덕구,"2017","2017",-16.26,5,1.41,0,69.49
"41",경기도,"41190",경기도 부천시,"2017","2017",-3.99,3,1.26,1,71.21
"41",경기도,"41250",경기도 동두천시,"2016","2016",1.89,0,0.49,1,60.09
"41",경기도,"41830",경기도 양평군,"2017","2017",16.65,0,12.71,0,40.17
"42",강원도,"42770",강원도 정선군,"2018","2018",-71.74,5,-0.13,1,40.35
"42",강원도,"42780",강원도 철원군,"2017","2017",-24.15,2,0.9,1,56.26
"42",강원도,"42780",강원도 철원군,"2014","2014",-32.78,3,2.19,1,40.92
"44",충청남도,"44130",충청남도 천안시,"2013","2013",10.1,0,5.55,1,44.58
"44",충청남도,"44130",충청남도 천안시,"2018","2018",5.63,0,4.86,0,50.11
"44",충청남도,"44130",충청남도 천안시,"2014","2014",10.1,0,3.93,1,46.15
"45",전라북도,"45210",전라북도 김제시,"2018","2018",-51.96,5,1.58,0,62.64
"45",전라북도,"45770",전라북도 순창군,"2018","2018",-56.57,4,-0.63,1,64.43
"45",전라북도,"45770",전라북도 순창군,"2016","2016",-56.57,2,5.37,0,63.01
"46",전라남도,"46130",전라남도 여수시,"2013","2013",-14.08,5,-2.73,0,63.35
"47",경상북도,"47290",경상북도 경산시,"2018","2018",1.5,0,1.27,0,53.06
"47",경상북도,"47720",경상북도 군위군,"2013","2013",-62.6,4,-6.28,1,58.88
"46",전라남도,"46820",전라남도 해남군,"2016","2016",-55.09,5,2.47,1,65.7
"46",전라남도,"46820",전라남도 해남군,"2019","2019",-55.09,5,0.71,1,66.17
"46",전라남도,"46830",전라남도 영암군,"2016","2016",-35.94,5,15.69,0,59.25
"47",경상북도,"47940",경상북도 울릉군,"2016","2016",-50.16,5,14.52,1,71.9
"48",경상남도,"48220",경상남도 통영시,"2014","2014",-11.3,2,1.59,0,65.19
"48",경상남도,"48330",경상남도 양산시,"2016","2016",15.09,0,5.77,0,40.28
"48",경상남도,"48870",경상남도 함양군,"2016","2016",-46.14,5,5.25,0,57.46
"11",서울특별시,"11260",서울특별시 중랑구,"2016","2016",-11.35,2,1.92,0,77.14
"11",서울특별시,"11260",서울특별시 중랑구,"2017","2017",-11.35,3,-1.2,1,76.42
"11",서울특별시,"11545",서울특별시 금천구,"2019","2019",-28.74,4,2.57,0,73.98
"26",부산광역시,"26500",부산광역시 수영구,"2018","2018",-17.81,1,1.41,3,79.56
"26",부산광역시,"26710",부산광역시 기장군,"2016","2016",55.41,0,18.17,0,43.02
"28",인천광역시,"28710",인천광역시 강화군,"2019","2019",-26.11,0,3.6,1,46.9
"28",인천광역시,"28710",인천광역시 강화군,"2018","2018",-26.11,0,-0.27,1,47.08
"28",인천광역시,"28710",인천광역시 강화군,"2017","2017",-26.11,1,-1.53,1,49.61
"29",광주광역시,"29155",광주광역시 남구,"2016","2016",-21.79,2,4.47,0,74.94
"29",광주광역시,"29155",광주광역시 남구,"2019","2019",-21.79,3,4.08,0,74.34
"29",광주광역시,"29155",광주광역시 남구,"2018","2018",-21.79,3,2.19,0,75.13
"29",광주광역시,"29155",광주광역시 남구,"2017","2017",-21.79,2,3.87,0,78.36
"30",대전광역시,"30140",대전광역시 중구,"2013","2013",-17.68,2,-11,0,75.58
"31",울산광역시,"31110",울산광역시 중구,"2017","2017",-0.85,2,2.15,0,63.92
"41",경기도,"41110",경기도 수원시,"2019","2019",7.46,2,1.8,0,61.91
"41",경기도,"41820",경기도 가평군,"2013","2013",-17.95,0,1.86,0,29.83
"43",충청북도,"43800",충청북도 단양군,"2018","2018",-54.75,4,-0.69,1,68.7
"44",충청남도,"44800",충청남도 홍성군,"2013","2013",-37.36,1,0.54,0,30.44
"44",충청남도,"44800",충청남도 홍성군,"2019","2019",-23.56,2,2.52,0,44.77
"44",충청남도,"44810",충청남도 예산군,"2013","2013",-47.31,5,1.8,1,54.21
"44",충청남도,"44810",충청남도 예산군,"2017","2017",-43.19,5,1.58,1,54.76
"44",충청남도,"44825",충청남도 태안군,"2016","2016",-37.79,2,1.89,0,40.35
"46",전라남도,"46150",전라남도 순천시,"2017","2017",-3.01,1,5.07,0,65.64
"46",전라남도,"46720",전라남도 곡성군,"2017","2017",-55.89,4,-0.91,1,64.45
"47",경상북도,"47280",경상북도 문경시,"2018","2018",-49.11,4,0.98,1,65.09
"46",전라남도,"46840",전라남도 무안군,"2013","2013",-40.64,0,5.47,0,58.17
"46",전라남도,"46840",전라남도 무안군,"2017","2017",-23.29,1,5.32,0,68.89
"47",경상북도,"47110",경상북도 포항시,"2018","2018",-1.89,3,1.33,0,53.57
"48",경상남도,"48850",경상남도 하동군,"2016","2016",-46.87,3,1.91,1,62.43
"11",서울특별시,"11560",서울특별시 영등포구,"2018","2018",-23.96,5,-3.27,2,79.98
"27",대구광역시,"27230",대구광역시 북구,"2018","2018",-3.24,2,2.2,0,62.28
"28",인천광역시,"28110",인천광역시 중구,"2016","2016",22.86,0,7.29,0,46.23
"28",인천광역시,"28170",인천광역시 미추홀구,"2016","2016",-7.53,4,-1.47,1,73.78
"41",경기도,"41220",경기도 평택시,"2016","2016",12.02,0,5.65,1,36.25
"43",충청북도,"43730",충청북도 옥천군,"2019","2019",-40.34,5,1.21,1,61.05
"43",충청북도,"43730",충청북도 옥천군,"2018","2018",-40.34,5,-0.18,1,61.39
"43",충청북도,"43740",충청북도 영동군,"2016","2016",-42.32,2,2.83,1,37.78
"43",충청북도,"43740",충청북도 영동군,"2019","2019",-42.32,5,1.72,0,43.84
"43",충청북도,"43740",충청북도 영동군,"2014","2014",-51.37,0,-1.35,2,29.92
"43",충청북도,"43750",충청북도 진천군,"2016","2016",4.71,0,9.6,0,50.18
"44",충청남도,"44770",충청남도 서천군,"2013","2013",-58.37,3,-3.25,1,48.48
"44",충청남도,"44770",충청남도 서천군,"2016","2016",-51.49,5,3.24,1,54.13
"45",전라북도,"45180",전라북도 정읍시,"2017","2017",-45.95,5,1.1,1,58.78
"46",전라남도,"46900",전라남도 진도군,"2017","2017",-60.69,5,-0.37,1,76.38
"46",전라남도,"46910",전라남도 신안군,"2019","2019",-69.21,5,-3.68,2,73.35
"47",경상북도,"47820",경상북도 청도군,"2014","2014",-55.31,3,5.22,1,58.62
"47",경상북도,"47930",경상북도 울진군,"2018","2018",-45.26,4,0.86,0,71.27
"11",서울특별시,"11680",서울특별시 강남구,"2016","2016",-0.31,2,12.79,0,57.33
"11",서울특별시,"11710",서울특별시 송파구,"2014","2014",1.59,4,-0.99,1,57.58
"26",부산광역시,"26170",부산광역시 동구,"2016","2016",-55.61,5,-2.13,1,83.82
"28",인천광역시,"28200",인천광역시 남동구,"2013","2013",15.91,0,3.67,0,51.71
"36",세종특별자치시,"36110",세종특별자치시 세종시,"2013","2013",,,6.45,1,47.48
"36",세종특별자치시,"36110",세종특별자치시 세종시,"2019","2019",,,15.46,0,50.8
"41",경기도,"41630",경기도 양주시,"2014","2014",23.62,2,3.3,0,31.37
"42",강원도,"42110",강원도 춘천시,"2016","2016",0.65,0,2.98,0,48.89
"42",강원도,"42110",강원도 춘천시,"2013","2013",5.88,0,4.03,0,41.1
"42",강원도,"42110",강원도 춘천시,"2019","2019",0.65,1,3.24,0,50.19
"44",충청남도,"44250",충청남도 계룡시,"2017","2017",-6.02,2,2.72,1,44.88
"45",전라북도,"45720",전라북도 진안군,"2013","2013",-73.95,2,-17.51,2,50.17
"45",전라북도,"45720",전라북도 진안군,"2018","2018",-64.33,3,3.65,1,52.54
