"시도코드","시도명","시군구코드","시군구명","기준연도","연도","과거대비인구변화","최근인구변화","과거대비사업체변화","최근사업체변화","노후건축물비율"
"47",경상북도,"47830",경상북도 고령군,"2017","2017",-22.48,5,3.11,0,71.43
"48",경상남도,"48240",경상남도 사천시,"2016","2016",-12.3,3,1.89,0,61.46
"48",경상남도,"48880",경상남도 거창군,"2019","2019",-34.53,2,1.13,1,64.6
"11",서울특별시,"11215",서울특별시 광진구,"2017","2017",-8.69,4,0.23,1,72.95
"11",서울특별시,"11305",서울특별시 강북구,"2017","2017",-19.05,5,-3.15,2,77.29
"11",서울특별시,"11380",서울특별시 은평구,"2019","2019",-2.58,4,0.44,1,68.46
"26",부산광역시,"26320",부산광역시 북구,"2013","2013",-8.26,3,0.71,0,69.83
"26",부산광역시,"26320",부산광역시 북구,"2019","2019",-9.6,4,0.11,0,76.53
"26",부산광역시,"26320",부산광역시 북구,"2018","2018",-9.6,3,1.14,1,76.13
"26",부산광역시,"26380",부산광역시 사하구,"2018","2018",-13.52,5,0.39,1,82.5
"27",대구광역시,"27140",대구광역시 동구,"2014","2014",-11.11,0,1.31,1,71.4
"27",대구광역시,"27260",대구광역시 수성구,"2019","2019",-3.01,5,0.7,0,74.44
"50",제주특별자치도,"50110",제주특별자치도 제주시,"2018","2018",9.99,0,,,51.48
"42",강원도,"42720",강원도 홍천군,"2014","2014",-37.74,1,4.77,1,42.1
"42",강원도,"42760",강원도 평창군,"2018","2018",-41.89,5,0.16,2,41.57
"43",충청북도,"43110",충청북도 청주시,"2016","2016",22.89,0,2.73,0,54.28
"43",충청북도,"43110",충청북도 청주시,"2018","2018",22.89,0,1.93,0,55.26
"44",충청남도,"44710",충청남도 금산군,"2016","2016",-43.03,5,2.8,1,66.98
"46",전라남도,"46170",전라남도 나주시,"2013","2013",-57.7,5,-9.51,2,61.76
"46",전라남도,"46770",전라남도 고흥군,"2014","2014",-66.92,5,-5.65,1,62.69
"46",전라남도,"46770",전라남도 고흥군,"2017","2017",-61.74,5,-0.08,1,68.26
"46",전라남도,"46770",전라남도 고흥군,"2016","2016",-61.74,5,2.26,0,64.61
"29",광주광역시,"29200",광주광역시 광산구,"2014","2014",20.26,0,3.59,0,44.88
"29",광주광역시,"29200",광주광역시 광산구,"2018","2018",7.93,0,4.06,0,48.86
"30",대전광역시,"30110",대전광역시 동구,"2018","2018",-18.55,5,-0.18,1,76.01
"30",대전광역시,"30170",대전광역시 서구,"2014","2014",-1.66,2,1.78,0,61.37
"41",경기도,"41290",경기도 과천시,"2018","2018",-11.11,4,-3.12,1,48.74
"42",강원도,"42750",강원도 영월군,"2016","2016",-55.42,2,4.1,0,48.57
"43",충청북도,"43770",충청북도 음성군,"2013","2013",-12.72,0,7.69,1,41.78
"44",충청남도,"44830",충청남도 당진시,"2017","2017",6.51,0,1.8,0,41.76
"44",충청남도,"44830",충청남도 당진시,"2018","2018",,,2.4,0,
"45",전라북도,"45130",전라북도 군산시,"2019","2019",-6.39,4,-0.09,2,60.71
"45",전라북도,"45190",전라북도 남원시,"2013","2013",-49.21,3,-9.4,2,57.21
"45",전라북도,"45730",전라북도 무주군,"2013","2013",-61.48,2,2.81,0,52.67
"45",전라북도,"45730",전라북도 무주군,"2019","2019",-51.1,5,2.16,2,58.9
"45",전라북도,"45730",전라북도 무주군,"2018","2018",-51.1,5,-2.03,2,59.04
"47",경상북도,"47150",경상북도 김천시,"2016","2016",-17.08,2,2.05,1,57.54
"47",경상북도,"47730",경상북도 의성군,"2016","2016",-59.14,5,-6.21,2,70.07
"47",경상북도,"47760",경상북도 영양군,"2014","2014",-68.63,3,-5.6,1,57.87
"47",경상북도,"47770",경상북도 영덕군,"2013","2013",-60.06,5,-3.91,1,56.33
"47",경상북도,"47850",경상북도 칠곡군,"2018","2018",2.91,2,2.62,0,46.3
"48",경상남도,"48170",경상남도 진주시,"2016","2016",1.49,1,1.69,0,65.77
"48",경상남도,"48250",경상남도 김해시,"2016","2016",3.64,0,4.05,0,40.54
"11",서울특별시,"11140",서울특별시 중구,"2016","2016",-43.71,4,-6.35,1,81.8
"11",서울특별시,"11140",서울특별시 중구,"2013","2013",-50.06,1,-9.25,2,77.57
"26",부산광역시,"26140",부산광역시 서구,"2013","2013",-50.42,3,-9.72,3,83.16
"26",부산광역시,"26440",부산광역시 강서구,"2014","2014",-31.43,0,14.23,0,42.96
"28",인천광역시,"28140",인천광역시 동구,"2017","2017",-54.2,5,-3.32,2,78.11
"29",광주광역시,"29110",광주광역시 동구,"2018","2018",-53.88,5,-0.83,1,76.26
"29",광주광역시,"29140",광주광역시 서구,"2018","2018",-3.3,2,3,0,54.93
"29",광주광역시,"29170",광주광역시 북구,"2019","2019",-5.25,3,1.1,1,65.8
"41",경기도,"41310",경기도 구리시,"2017","2017",-4.85,3,3.34,0,64.87
"42",강원도,"42210",강원도 속초시,"2017","2017",-10.57,4,3.51,0,67.32
"42",강원도,"42210",강원도 속초시,"2014","2014",-8.18,4,1.67,2,60.1
"42",강원도,"42790",강원도 화천군,"2016","2016",-25.6,2,6.63,1,43.46
"42",강원도,"42800",강원도 양구군,"2013","2013",-42.52,0,-5.47,1,38.02
"43",충청북도,"43745",충청북도 증평군,"2016","2016",-12.12,0,2.92,0,56.48
"44",충청남도,"44180",충청남도 보령시,"2014","2014",-35.36,4,1.98,2,37.5
"44",충청남도,"44180",충청남도 보령시,"2016","2016",-32.27,3,1.33,1,42.8
"45",전라북도,"45710",전라북도 완주군,"2017","2017",-18.07,0,1.41,0,53.36
"46",전라남도,"46110",전라남도 목포시,"2019","2019",-5.65,5,0.05,0,76.9
"46",전라남도,"46890",전라남도 완도군,"2018","2018",-57.77,5,2.82,0,66.17
"11",서울특별시,"11620",서울특별시 관악구,"2017","2017",-13.7,5,-1.67,2,69.72
"26",부산광역시,"26230",부산광역시 부산진구,"2019","2019",-27.75,5,0.65,0,83
"26",부산광역시,"26230",부산광역시 부산진구,"2018","2018",-27.75,5,-0.38,0,83.24
"26",부산광역시,"26290",부산광역시 남구,"2014","2014",-13.36,2,-1.29,2,79.4
"26",부산광역시,"26290",부산광역시 남구,"2013","2013",-13.36,2,-0.72,1,78.36
"30",대전광역시,"30200",대전광역시 유성구,"2016","2016",17.01,0,6.07,0,32.33
"31",울산광역시,"31710",울산광역시 울주군,"2017","2017",12.15,1,3.54,0,45.78
"41",경기도,"41390",경기도 시흥시,"2014","2014",4.48,4,-0.33,1,20.58
"41",경기도,"41390",경기도 시흥시,"2018","2018",-4.65,1,2.74,1,32.12
"41",경기도,"41590",경기도 화성시,"2016","2016",16.09,0,10.51,0,24.92
"41",경기도,"41590",경기도 화성시,"2013","2013",69.29,0,8.64,0,22.98
"41",경기도,"41730",경기도 여주시,"2014","2014",2.32,1,2.74,1,19.88
"47",경상북도,"47230",경상북도 영천시,"2014","2014",-39.66,3,2.98,0,56.39
"46",전라남도,"46800",전라남도 장흥군,"2016","2016",-59.47,1,3.34,2,59.25
"47",경상북도,"47900",경상북도 예천군,"2017","2017",-57.17,3,-0.1,1,70.07
"47",경상북도,"47900",경상북도 예천군,"2014","2014",-64.22,5,-7.74,2,63.97
"49",제주특별자치도,"49130",제주특별자치도 서귀포시,"2014","2014",-24.5,1,5.5,1,54.62
"11",서울특별시,"11200",서울특별시 성동구,"2018","2018",-31.23,1,2.96,0,80.48
"11",서울특별시,"11350",서울특별시 노원구,"2016","2016",-7.94,5,4.17,1,67.69
"11",서울특별시,"11350",서울특별시 노원구,"2017","2017",-7.94,5,0.3,1,72.13
"11",서울특별시,"11590",서울특별시 동작구,"2018","2018",-6.98,2,-0.27,1,71.6
"27",대구광역시,"27290",대구광역시 달서구,"2018","2018",-1.4,5,1.53,1,63.59
"41",경기도,"41250",경기도 동두천시,"2017","2017",1.89,1,0,1,63.16
"41",경기도,"41830",경기도 양평군,"2018","2018",16.65,0,-2.95,1,34.63
"42",강원도,"42130",강원도 원주시,"2017","2017",5.05,0,2.93,0,53.25
"42",강원도,"42770",강원도 정선군,"2016","2016",-71.74,3,5.87,1,38.5
"42",강원도,"42770",강원도 정선군,"2019","2019",-71.74,5,1.99,1,40.84
"42",강원도,"42830",강원도 양양군,"2018","2018",-30.05,4,4.98,0,39.52
"43",충청북도,"43130",충청북도 충주시,"2018","2018",-5.39,1,1.55,0,56.78
"44",충청남도,"44130",충청남도 천안시,"2016","2016",5.63,0,6.95,0,49.3
"44",충청남도,"44230",충청남도 논산시,"2016","2016",-35.43,5,5.92,0,63.21
"45",전라북도,"45210",전라북도 김제시,"2014","2014",-56.88,5,2.02,1,55.44
"45",전라북도,"45210",전라북도 김제시,"2016","2016",-51.96,5,5.59,0,60.75
"45",전라북도,"45770",전라북도 순창군,"2014","2014",-65.72,1,-0.15,0,59.79
"47",경상북도,"47250",경상북도 상주시,"2013","2013",-48.83,4,-8.57,1,58.79
"47",경상북도,"47250",경상북도 상주시,"2014","2014",-48.83,5,-2.02,1,59.03
"47",경상북도,"47250",경상북도 상주시,"2016","2016",-45.87,5,2.26,0,61.48
"47",경상북도,"47290",경상북도 경산시,"2014","2014",9.8,0,5.22,0,46.98
"47",경상북도,"47290",경상북도 경산시,"2016","2016",1.5,0,5.53,0,51.01
"46",전라남도,"46830",전라남도 영암군,"2019","2019",-35.94,5,2.61,1,62.12
"46",전라남도,"46870",전라남도 영광군,"2019","2019",-56.03,5,-0.55,1,53.92
"47",경상북도,"47190",경상북도 구미시,"2013","2013",4.9,0,5.65,0,41.43
"47",경상북도,"47190",경상북도 구미시,"2018","2018",2.86,2,1.38,0,46.76
"47",경상북도,"47940",경상북도 울릉군,"2014","2014",-59.05,3,1.25,1,69.95
"48",경상남도,"48220",경상남도 통영시,"2018","2018",-9.42,5,2.92,0,68.65
"11",서울특별시,"11260",서울특별시 중랑구,"2013","2013",-10.1,3,1.18,0,71.81
"11",서울특별시,"11545",서울특별시 금천구,"2013","2013",-23.5,3,6.56,0,73.62
"26",부산광역시,"26410",부산광역시 금정구,"2018","2018",-22.96,5,-0.66,1,76.34
"26",부산광역시,"26500",부산광역시 수영구,"2016","2016",-17.81,2,-0.48,2,79.45
"27",대구광역시,"27110",대구광역시 중구,"2017","2017",-57.7,2,-0.09,1,84.05
"28",인천광역시,"28710",인천광역시 강화군,"2016","2016",-26.11,2,3.3,0,46.62
"41",경기도,"41110",경기도 수원시,"2018","2018",7.46,1,3.31,0,62.29
"41",경기도,"41210",경기도 광명시,"2014","2014",-6.24,2,-0.12,1,66.51
"41",경기도,"41210",경기도 광명시,"2017","2017",-5.57,5,1.12,1,64.77
"41",경기도,"41360",경기도 남양주시,"2013","2013",24.36,0,5.76,0,25.49
"41",경기도,"41460",경기도 용인시,"2017","2017",10.86,0,3.92,0,31.51
"41",경기도,"41650",경기도 포천시,"2018","2018",3.53,5,1.36,0,40.65
"41",경기도,"41820",경기도 가평군,"2017","2017",0.67,0,0.49,1,34.89
"44",충청남도,"44825",충청남도 태안군,"2013","2013",-45.38,3,5.87,0,39.03
"46",전라남도,"46720",전라남도 곡성군,"2019","2019",-55.89,5,2.48,2,62.97
"46",전라남도,"46840",전라남도 무안군,"2014","2014",-40.64,0,7.72,0,60.23
"47",경상북도,"47110",경상북도 포항시,"2016","2016",-1.89,1,3.01,0,51.82
"47",경상북도,"47130",경상북도 경주시,"2017","2017",-8.94,5,1.04,0,64.32
"48",경상남도,"48850",경상남도 하동군,"2013","2013",-57.12,2,-14.28,2,57.6
"48",경상남도,"48850",경상남도 하동군,"2014","2014",-57.12,3,-5.75,2,59.1
"11",서울특별시,"11560",서울특별시 영등포구,"2016","2016",-23.96,5,5.16,0,80.6
"26",부산광역시,"26110",부산광역시 중구,"2018","2018",-51.99,5,-0.45,1,79.81
"26",부산광역시,"26470",부산광역시 연제구,"2016","2016",-22.9,3,1.4,0,82.62
"28",인천광역시,"28110",인천광역시 중구,"2013","2013",-6.44,0,2.7,0,44.36
"28",인천광역시,"28170",인천광역시 미추홀구,"2017","2017",-7.53,3,1.83,1,75.71
"43",충청북도,"43740",충청북도 영동군,"2017","2017",-42.32,3,1.14,0,52.97
"43",충청북도,"43750",충청북도 진천군,"2019","2019",4.71,0,5.48,0,50.51
"44",충청남도,"44770",충청남도 서천군,"2014","2014",-58.37,4,1.44,1,49.91
"45",전라북도,"45140",전라북도 익산시,"2019","2019",-8.25,5,1.3,1,67.98
"45",전라북도,"45790",전라북도 고창군,"2018","2018",-56.38,2,3.96,0,36.01
"45",전라북도,"45790",전라북도 고창군,"2014","2014",-63.21,1,2.85,0,22.92
"45",전라북도,"45790",전라북도 고창군,"2016","2016",-56.38,2,3.75,0,32.04
"46",전라남도,"46780",전라남도 보성군,"2019","2019",-66.93,5,-6.84,2,67.25
"46",전라남도,"46900",전라남도 진도군,"2014","2014",-65.76,5,-8.81,2,74.38
"46",전라남도,"46900",전라남도 진도군,"2013","2013",-65.76,5,-14.7,2,74.53
"11",서울특별시,"11110",서울특별시 종로구,"2014","2014",-46.81,4,-0.54,1,68.13
"11",서울특별시,"11110",서울특별시 종로구,"2017","2017",-45.05,4,-0.75,2,78.08
"11",서울특별시,"11500",서울특별시 강서구,"2019","2019",2.84,2,5.94,0,60.14
"11",서울특별시,"11710",서울특별시 송파구,"2019","2019",-3.37,2,2.43,0,59.53
"26",부산광역시,"26530",부산광역시 사상구,"2013","2013",-14.74,3,-0.74,1,71.29
"36",세종특별자치시,"36110",세종특별자치시 세종시,"2017","2017",,,13.35,0,49.42
"41",경기도,"41370",경기도 오산시,"2013","2013",38.75,0,3.16,0,40.26
"42",강원도,"42820",강원도 고성군,"2017","2017",-39.42,2,3.63,1,62.1
"43",충청북도,"43150",충청북도 제천시,"2016","2016",-11.24,4,3.27,0,56.94
"44",충청남도,"44150",충청남도 공주시,"2013","2013",-27.02,3,1.34,2,50.08
"44",충청남도,"44150",충청남도 공주시,"2018","2018",-29.52,5,1.36,2,57.65
"44",충청남도,"44250",충청남도 계룡시,"2019","2019",-6.02,2,2.03,0,43.19
"45",전라북도,"45720",전라북도 진안군,"2017","2017",-64.33,4,-1.31,1,54.24
"46",전라남도,"46880",전라남도 장성군,"2013","2013",-59.41,1,-2.4,1,55.78
"47",경상북도,"47830",경상북도 고령군,"2019","2019",-22.48,5,1.92,0,69.36
"48",경상남도,"48110",경상남도 창원시,"2013","2013",-2.02,2,4.86,0,56.01
"48",경상남도,"48240",경상남도 사천시,"2019","2019",-12.3,5,3.34,0,62.73
"48",경상남도,"48880",경상남도 거창군,"2016","2016",-34.53,1,2.46,1,63.53
"11",서울특별시,"11215",서울특별시 광진구,"2013","2013",-4.26,3,1.06,1,64.67
"11",서울특별시,"11305",서울특별시 강북구,"2016","2016",-19.05,5,-4.98,2,78.62
"11",서울특별시,"11380",서울특별시 은평구,"2016","2016",-2.58,3,1.85,0,70.93
"11",서울특별시,"11380",서울특별시 은평구,"2014","2014",-7.15,1,0.05,0,70.07
"11",서울특별시,"11740",서울특별시 강동구,"2013","2013",-12.49,2,3.93,0,68.65
"26",부산광역시,"26380",부산광역시 사하구,"2019","2019",-13.52,5,-0.17,1,82.63
"26",부산광역시,"26380",부산광역시 사하구,"2017","2017",-13.52,5,1.05,1,80.91
"27",대구광역시,"27140",대구광역시 동구,"2018","2018",-6.1,1,1.7,0,72.34
"42",강원도,"42720",강원도 홍천군,"2016","2016",-26.64,3,5.43,0,45.69
"42",강원도,"42760",강원도 평창군,"2019","2019",-41.89,5,3.13,2,42.15
"42",강원도,"42760",강원도 평창군,"2017","2017",-41.89,4,-3.94,2,40.15
"42",강원도,"42760",강원도 평창군,"2014","2014",-52.32,2,4.33,1,36.97
"44",충청남도,"44710",충청남도 금산군,"2017","2017",-43.03,5,0.92,1,68.93
"45",전라북도,"45740",전라북도 장수군,"2017","2017",-55.33,1,-5.64,1,63.93
"46",전라남도,"46170",전라남도 나주시,"2016","2016",-46.03,2,6.56,1,65.98
"46",전라남도,"46170",전라남도 나주시,"2019","2019",-46.03,0,8.09,0,66.78
"26",부산광역시,"26260",부산광역시 동래구,"2016","2016",-21.77,5,-3.82,1,82.53
"26",부산광역시,"26350",부산광역시 해운대구,"2016","2016",-1.23,4,4.8,0,75.5
"26",부산광역시,"26350",부산광역시 해운대구,"2017","2017",-1.23,5,4.55,0,77.52
"28",인천광역시,"28185",인천광역시 연수구,"2013","2013",5.23,0,8.68,0,25.38
"28",인천광역시,"28185",인천광역시 연수구,"2017","2017",11.57,0,7.07,0,63.04
"30",대전광역시,"30110",대전광역시 동구,"2017","2017",-18.55,5,-0.36,1,73.09
"41",경기도,"41170",경기도 안양시,"2018","2018",-5.99,5,-0.43,1,72.54
"41",경기도,"41280",경기도 고양시,"2018","2018",7.58,0,4.2,0,36.25
"41",경기도,"41290",경기도 과천시,"2019","2019",-11.11,3,-2.23,1,48.45
"41",경기도,"41450",경기도 하남시,"2019","2019",9.93,0,9.26,0,38.48
"41",경기도,"41450",경기도 하남시,"2018","2018",9.93,0,5.62,0,38.98
"41",경기도,"41450",경기도 하남시,"2017","2017",9.93,1,9.62,0,47.49
"41",경기도,"41800",경기도 연천군,"2013","2013",-39.04,3,-5.75,2,45.41
"42",강원도,"42150",강원도 강릉시,"2013","2013",-4.61,1,3.91,0,52.83
"42",강원도,"42150",강원도 강릉시,"2018","2018",-6.76,3,2.07,1,57.46
"42",강원도,"42810",강원도 인제군,"2018","2018",-30.36,3,-0.9,1,32.27
"43",충청북도,"43770",충청북도 음성군,"2019","2019",8.65,3,5.47,0,47.76
"43",충청북도,"43770",충청북도 음성군,"2018","2018",8.65,2,2.92,0,47.82
"43",충청북도,"43770",충청북도 음성군,"2017","2017",8.65,1,4.45,0,50.44
"44",충청남도,"44830",충청남도 당진시,"2019","2019",6.51,1,2.64,0,36.42
"44",충청남도,"44830",충청남도 당진시,"2014","2014",-9.16,0,6.63,0,29.06
"45",전라북도,"45130",전라북도 군산시,"2014","2014",-9.23,2,1.43,0,54.75
"47",경상북도,"47730",경상북도 의성군,"2017","2017",-59.14,5,0.05,0,70.33
"47",경상북도,"47730",경상북도 의성군,"2014","2014",-64.91,5,-14.97,3,67.68
"47",경상북도,"47760",경상북도 영양군,"2018","2018",-61.92,5,1.95,0,59.15
"47",경상북도,"47850",경상북도 칠곡군,"2017","2017",2.91,1,3.74,0,58.76
"47",경상북도,"47850",경상북도 칠곡군,"2014","2014",4.8,1,6.89,0,42.48
"48",경상남도,"48840",경상남도 남해군,"2013","2013",-57.41,2,-0.38,1,59.3
"48",경상남도,"48840",경상남도 남해군,"2018","2018",-51.87,5,2.67,0,68.42
"11",서울특별시,"11140",서울특별시 중구,"2019","2019",-43.71,2,-7.97,3,83.8
"11",서울특별시,"11290",서울특별시 성북구,"2018","2018",-23.65,5,-4.28,3,77.63
"11",서울특별시,"11290",서울특별시 성북구,"2017","2017",-23.65,5,-2.06,2,80.37
"11",서울특별시,"11410",서울특별시 서대문구,"2014","2014",-25.2,2,-13.37,2,74.09
"11",서울특별시,"11530",서울특별시 구로구,"2014","2014",-3.19,1,0.57,0,67.39
"11",서울특별시,"11530",서울특별시 구로구,"2017","2017",-5.96,3,1.73,0,71.03
"26",부산광역시,"26140",부산광역시 서구,"2014","2014",-50.42,4,-5.8,3,82.92
"26",부산광역시,"26140",부산광역시 서구,"2019","2019",-47.95,3,-3.79,2,85.44
"26",부산광역시,"26440",부산광역시 강서구,"2013","2013",-31.43,0,13.63,0,44.83
"26",부산광역시,"26440",부산광역시 강서구,"2019","2019",9.1,0,5.74,0,39.85
"29",광주광역시,"29140",광주광역시 서구,"2014","2014",-2.75,3,1.5,1,52.01
"29",광주광역시,"29140",광주광역시 서구,"2017","2017",-3.3,3,2.22,0,57.24
"31",울산광역시,"31140",울산광역시 남구,"2016","2016",-1.08,3,1.42,0,57.52
"42",강원도,"42790",강원도 화천군,"2013","2013",-42.61,0,-8.13,1,37.73
"42",강원도,"42790",강원도 화천군,"2017","2017",-25.6,3,2.33,0,51.99
"42",강원도,"42800",강원도 양구군,"2014","2014",-42.52,0,2.74,1,40.1
"43",충청북도,"43745",충청북도 증평군,"2013","2013",-21.87,0,4.03,0,53.84
"44",충청남도,"44760",충청남도 부여군,"2017","2017",-49.99,5,-0.98,1,71.99
"45",전라북도,"45710",전라북도 완주군,"2016","2016",-18.07,0,12.48,0,48.68
"46",전라남도,"46110",전라남도 목포시,"2018","2018",-5.65,5,2.36,0,76.53
"46",전라남도,"46860",전라남도 함평군,"2016","2016",-60.75,5,8.92,1,44.33
"46",전라남도,"46890",전라남도 완도군,"2013","2013",-63.1,5,-12.77,1,64.62
"46",전라남도,"46890",전라남도 완도군,"2016","2016",-57.77,5,2.51,0,65.65
"47",경상북도,"47750",경상북도 청송군,"2017","2017",-56.6,5,-0.05,1,57.67
"48",경상남도,"48860",경상남도 산청군,"2016","2016",-46.97,1,16.65,1,63.62
"11",서울특별시,"11170",서울특별시 용산구,"2019","2019",-34.93,4,-1.78,2,82.57
"11",서울특별시,"11170",서울특별시 용산구,"2017","2017",-34.93,5,-1.26,1,82.55
"11",서울특별시,"11620",서울특별시 관악구,"2014","2014",-9.3,4,-3.8,1,65.32
"26",부산광역시,"26290",부산광역시 남구,"2017","2017",-17.45,4,-1.91,2,81.05
"27",대구광역시,"27200",대구광역시 남구,"2018","2018",-42.62,5,-1.05,1,82.23
"27",대구광역시,"27200",대구광역시 남구,"2017","2017",-42.62,5,-0.29,1,82.63
"28",인천광역시,"28260",인천광역시 서구,"2019","2019",22.48,0,5.26,0,43.82
"28",인천광역시,"28260",인천광역시 서구,"2018","2018",22.48,0,4.58,0,43.41
"41",경기도,"41150",경기도 의정부시,"2016","2016",-0.17,1,0.31,0,68.35
"41",경기도,"41150",경기도 의정부시,"2014","2014",4.65,2,1.6,0,66.99
"41",경기도,"41150",경기도 의정부시,"2013","2013",4.65,2,2.27,0,65.48
"41",경기도,"41270",경기도 안산시,"2018","2018",-6.31,5,0.7,0,40.98
"41",경기도,"41390",경기도 시흥시,"2016","2016",-4.65,3,4.6,1,26.58
"41",경기도,"41390",경기도 시흥시,"2019","2019",-4.65,0,4.02,0,34.55
"41",경기도,"41550",경기도 안성시,"2016","2016",1.77,2,2.98,0,41.6
"41",경기도,"41570",경기도 김포시,"2019","2019",48.08,0,9.33,0,21.86
"43",충청북도,"43760",충청북도 괴산군,"2016","2016",-47.51,0,2.21,0,51.46
"43",충청북도,"43760",충청북도 괴산군,"2019","2019",-47.51,1,3.03,2,51.5
"44",충청남도,"44210",충청남도 서산시,"2013","2013",4.13,0,6.21,0,47.79
"45",전라북도,"45750",전라북도 임실군,"2018","2018",-62.66,3,-4.44,2,55.57
"45",전라북도,"45800",전라북도 부안군,"2018","2018",-55.26,2,-0.09,1,65.09
"46",전라남도,"46230",전라남도 광양시,"2014","2014",-8.3,0,2.35,0,50.79
"48",경상남도,"48270",경상남도 밀양시,"2017","2017",-33.6,2,-0.34,1,59.88
"48",경상남도,"48270",경상남도 밀양시,"2019","2019",-33.6,3,3.11,1,58.84
"48",경상남도,"48740",경상남도 창녕군,"2013","2013",-52.36,1,-3.84,0,60.03
"49",제주특별자치도,"49130",제주특별자치도 서귀포시,"2016","2016",-13.83,0,2.56,0,57.8
"11",서울특별시,"11590",서울특별시 동작구,"2016","2016",-6.98,2,-0.41,0,71.94
"11",서울특별시,"11590",서울특별시 동작구,"2014","2014",-5.95,1,-0.8,1,69.75
"11",서울특별시,"11590",서울특별시 동작구,"2013","2013",-5.95,1,-1.05,1,66.83
"27",대구광역시,"27290",대구광역시 달서구,"2014","2014",2,1,2.97,0,56.38
"28",인천광역시,"28237",인천광역시 부평구,"2019","2019",-2.16,5,-0.21,1,73.1
"41",경기도,"41250",경기도 동두천시,"2013","2013",14.39,0,0.51,1,56.03
"41",경기도,"41250",경기도 동두천시,"2018","2018",1.89,2,3,1,61.4
"41",경기도,"41830",경기도 양평군,"2016","2016",16.65,0,5.73,0,34.53
"42",강원도,"42730",강원도 횡성군,"2013","2013",-47.12,0,2.59,0,17.42
"42",강원도,"42770",강원도 정선군,"2014","2014",-73.12,2,4.56,1,35.12
"42",강원도,"42780",강원도 철원군,"2018","2018",-24.15,3,1.55,1,55.22
"43",충청북도,"43130",충청북도 충주시,"2017","2017",-5.39,1,2.34,1,57.05
"44",충청남도,"44200",충청남도 아산시,"2013","2013",33.71,0,6.81,0,41.22
"44",충청남도,"44200",충청남도 아산시,"2018","2018",8.63,0,1.96,0,46.37
"45",전라북도,"45210",전라북도 김제시,"2013","2013",-56.88,5,-0.41,1,53.52
"45",전라북도,"45770",전라북도 순창군,"2019","2019",-56.57,5,-1.54,1,64.7
"47",경상북도,"47250",경상북도 상주시,"2018","2018",-45.87,5,0.46,1,62.67
"47",경상북도,"47290",경상북도 경산시,"2019","2019",1.5,0,3.4,0,53.38
"47",경상북도,"47720",경상북도 군위군,"2014","2014",-62.6,3,4.41,1,59.34
"46",전라남도,"46790",전라남도 화순군,"2016","2016",-34.38,5,2.06,0,61.13
