"시도코드","시도명","시군구코드","시군구명","기준연도","연도","과거대비인구변화","최근인구변화","과거대비사업체변화","최근사업체변화","노후건축물비율"
"48",경상남도,"48820",경상남도 고성군,"2018","2018",-37.47,5,-2.33,2,69.17
"26",부산광역시,"26110",부산광역시 중구,"2017","2017",-51.99,5,-0.59,1,81.1
"26",부산광역시,"26470",부산광역시 연제구,"2019","2019",-22.9,2,-0.03,1,80.54
"26",부산광역시,"26470",부산광역시 연제구,"2018","2018",-22.9,2,2.56,1,80.83
"27",대구광역시,"27230",대구광역시 북구,"2014","2014",-1.52,4,0.91,0,56.36
"28",인천광역시,"28110",인천광역시 중구,"2018","2018",22.86,0,4.43,0,44.96
"43",충청북도,"43730",충청북도 옥천군,"2014","2014",-45.52,5,3.52,0,59.73
"43",충청북도,"43740",충청북도 영동군,"2013","2013",-51.37,1,-9.39,2,27.28
"43",충청북도,"43750",충청북도 진천군,"2013","2013",-3.45,0,6.09,0,46.14
"45",전라북도,"45180",전라북도 정읍시,"2013","2013",-50.06,3,-4.71,0,47.62
"45",전라북도,"45180",전라북도 정읍시,"2019","2019",-45.95,5,1.59,1,53.7
"46",전라남도,"46780",전라남도 보성군,"2017","2017",-66.93,5,-3.07,1,65.36
"46",전라남도,"46910",전라남도 신안군,"2018","2018",-69.21,5,-3.81,2,73.25
"47",경상북도,"47820",경상북도 청도군,"2018","2018",-44.3,4,2.21,0,66.66
"47",경상북도,"47930",경상북도 울진군,"2019","2019",-45.26,5,3.26,0,71.43
"11",서울특별시,"11110",서울특별시 종로구,"2018","2018",-45.05,3,-1.03,3,76.45
"11",서울특별시,"11680",서울특별시 강남구,"2014","2014",-1.32,3,0.09,0,51.04
"26",부산광역시,"26530",부산광역시 사상구,"2014","2014",-14.74,4,-0.69,1,71.33
"28",인천광역시,"28200",인천광역시 남동구,"2016","2016",11.3,1,3.95,0,59.73
"31",울산광역시,"31170",울산광역시 동구,"2014","2014",-13.37,1,3.1,1,53.54
"31",울산광역시,"31200",울산광역시 북구,"2016","2016",9.57,0,3.97,0,42.01
"31",울산광역시,"31200",울산광역시 북구,"2018","2018",9.57,0,4.39,0,47.02
"36",세종특별자치시,"36110",세종특별자치시 세종시,"2014","2014",,,12.62,1,47.69
"41",경기도,"41480",경기도 파주시,"2013","2013",35.46,0,5.47,0,11.17
"42",강원도,"42110",강원도 춘천시,"2017","2017",0.65,1,2.08,0,51.49
"42",강원도,"42820",강원도 고성군,"2016","2016",-39.42,2,-0.08,3,58.33
"44",충청남도,"44150",충청남도 공주시,"2019","2019",-29.52,5,2.55,2,58.59
"44",충청남도,"44150",충청남도 공주시,"2016","2016",-29.52,5,4.87,1,55.32
"44",충청남도,"44250",충청남도 계룡시,"2014","2014",31.01,4,-3.87,1,38.9
"46",전라남도,"46730",전라남도 구례군,"2013","2013",-61.32,2,-20.13,3,59.95
"46",전라남도,"46730",전라남도 구례군,"2014","2014",-61.32,1,-11.58,3,59.93
"46",전라남도,"46730",전라남도 구례군,"2017","2017",-50.84,0,-0.87,1,66.32
"46",전라남도,"46880",전라남도 장성군,"2014","2014",-59.41,1,3.74,1,57.6
"46",전라남도,"46880",전라남도 장성군,"2017","2017",-50.03,1,2.66,0,64.9
"47",경상북도,"47840",경상북도 성주군,"2016","2016",-39.11,3,11.42,0,54.58
"48",경상남도,"48240",경상남도 사천시,"2018","2018",-12.3,5,2.59,0,62.65
"48",경상남도,"48880",경상남도 거창군,"2013","2013",-44,2,-0.23,2,60.84
"11",서울특별시,"11470",서울특별시 양천구,"2019","2019",-6.29,5,-0.85,1,69.57
"11",서울특별시,"11470",서울특별시 양천구,"2018","2018",-6.29,5,-0.4,1,69.89
"11",서울특별시,"11740",서울특별시 강동구,"2016","2016",-17.7,5,2.66,1,70.26
"26",부산광역시,"26200",부산광역시 영도구,"2013","2013",-34.47,5,-8.08,1,77.9
"27",대구광역시,"27140",대구광역시 동구,"2016","2016",-6.1,0,1.59,1,72.4
"41",경기도,"41410",경기도 군포시,"2014","2014",2.98,3,2.3,0,58.43
"41",경기도,"41410",경기도 군포시,"2019","2019",-0.36,5,1.86,0,63.87
"42",강원도,"42720",강원도 홍천군,"2013","2013",-37.74,1,3.97,1,40.83
"42",강원도,"42760",강원도 평창군,"2013","2013",-52.32,3,3.12,1,36.94
"49",제주특별자치도,"49110",제주특별자치도 제주시,"2016","2016",9.99,0,5.38,1,52.76
"11",서울특별시,"11230",서울특별시 동대문구,"2018","2018",-33.89,5,-2.03,2,81.61
"11",서울특별시,"11320",서울특별시 도봉구,"2014","2014",-5.45,5,-1.18,1,67.67
"11",서울특별시,"11320",서울특별시 도봉구,"2019","2019",-8.46,5,-0.42,1,74.06
"11",서울특별시,"11650",서울특별시 서초구,"2017","2017",4.55,1,-1.4,1,61.22
"26",부산광역시,"26260",부산광역시 동래구,"2013","2013",-20.26,2,-7.97,1,80.19
"27",대구광역시,"27710",대구광역시 달성군,"2017","2017",8.81,1,7.01,0,60.37
"28",인천광역시,"28185",인천광역시 연수구,"2019","2019",11.57,0,5.37,0,61.2
"29",광주광역시,"29200",광주광역시 광산구,"2017","2017",7.93,0,3.69,0,51.17
"30",대전광역시,"30170",대전광역시 서구,"2017","2017",-4.27,2,1.76,0,62.51
"41",경기도,"41130",경기도 성남시,"2019","2019",-2.58,3,2.02,0,72.72
"41",경기도,"41280",경기도 고양시,"2017","2017",7.58,0,4.84,0,31.89
"41",경기도,"41290",경기도 과천시,"2016","2016",-11.11,5,0.23,0,51.8
"41",경기도,"41290",경기도 과천시,"2017","2017",-11.11,5,1.54,1,72.29
"42",강원도,"42750",강원도 영월군,"2017","2017",-55.42,2,-0.76,1,47.78
"42",강원도,"42810",강원도 인제군,"2016","2016",-30.36,1,9.78,1,28.32
"42",강원도,"42810",강원도 인제군,"2014","2014",-39.78,1,1.8,2,23.94
"45",전라북도,"45190",전라북도 남원시,"2017","2017",-43.35,5,-2.27,2,66.25
"47",경상북도,"47150",경상북도 김천시,"2018","2018",-17.08,1,1.84,0,59.2
"47",경상북도,"47210",경상북도 영주시,"2019","2019",-31.13,5,0.18,1,65.61
"47",경상북도,"47210",경상북도 영주시,"2018","2018",-31.13,5,1.35,1,65.83
"48",경상남도,"48250",경상남도 김해시,"2013","2013",14.53,0,4.8,0,35.5
"48",경상남도,"48840",경상남도 남해군,"2019","2019",-51.87,4,2.38,0,68.59
"11",서울특별시,"11140",서울특별시 중구,"2017","2017",-43.71,4,-4.22,1,83.37
"11",서울특별시,"11290",서울특별시 성북구,"2014","2014",-22.28,4,-0.35,1,74.55
"11",서울특별시,"11290",서울특별시 성북구,"2019","2019",-23.65,4,-5.75,4,77.17
"11",서울특별시,"11410",서울특별시 서대문구,"2019","2019",-26.4,2,-0.43,1,77.05
"26",부산광역시,"26440",부산광역시 강서구,"2016","2016",9.1,0,22.48,0,40.6
"28",인천광역시,"28140",인천광역시 동구,"2018","2018",-54.2,5,-2.79,2,77.09
"29",광주광역시,"29170",광주광역시 북구,"2013","2013",0.43,4,2.78,1,59.98
"31",울산광역시,"31140",울산광역시 남구,"2019","2019",-1.08,5,1.81,0,61.16
"41",경기도,"41670",경기도 여주시,"2018","2018",4.76,1,,,30.33
"41",경기도,"41310",경기도 구리시,"2016","2016",-4.85,4,4.34,0,65.09
"41",경기도,"41310",경기도 구리시,"2018","2018",-4.85,2,3.53,0,64.06
"41",경기도,"41430",경기도 의왕시,"2013","2013",0.36,0,5.28,0,48.82
"41",경기도,"41430",경기도 의왕시,"2019","2019",5.91,4,2.62,0,53.23
"41",경기도,"41500",경기도 이천시,"2013","2013",3.51,0,4.14,1,27.12
"41",경기도,"41500",경기도 이천시,"2017","2017",3.15,2,2.17,0,37.83
"41",경기도,"41610",경기도 광주시,"2014","2014",10.88,0,4.87,0,21.27
"41",경기도,"41610",경기도 광주시,"2017","2017",29.43,0,5.13,0,31.57
"42",강원도,"42790",강원도 화천군,"2019","2019",-25.6,5,4.83,0,47.36
"42",강원도,"42800",강원도 양구군,"2018","2018",-28.13,3,5.5,0,47.75
"44",충청남도,"44180",충청남도 보령시,"2018","2018",-32.27,3,1.86,0,45.49
"44",충청남도,"44760",충청남도 부여군,"2018","2018",-49.99,5,-1.24,1,70.56
"45",전라북도,"45110",전라북도 전주시,"2016","2016",0.28,2,3.24,0,60.3
"46",전라남도,"46110",전라남도 목포시,"2017","2017",-5.65,5,1.51,0,74.5
"46",전라남도,"46710",전라남도 담양군,"2016","2016",-49.83,4,6.77,0,50.83
"46",전라남도,"46890",전라남도 완도군,"2017","2017",-57.77,5,3.45,0,67.66
"11",서울특별시,"11170",서울특별시 용산구,"2013","2013",-31.82,2,-8.68,1,74.17
"26",부산광역시,"26230",부산광역시 부산진구,"2014","2014",-26.5,4,-7.38,1,80.64
"31",울산광역시,"31710",울산광역시 울주군,"2016","2016",12.15,1,8.45,0,37.8
"41",경기도,"41270",경기도 안산시,"2013","2013",6.92,2,3.09,0,30.04
"41",경기도,"41570",경기도 김포시,"2013","2013",14.6,0,4.93,0,12.68
"41",경기도,"41570",경기도 김포시,"2018","2018",48.08,0,5.37,0,21.63
"41",경기도,"41590",경기도 화성시,"2019","2019",16.09,0,6.79,0,26.07
"43",충청북도,"43760",충청북도 괴산군,"2013","2013",-63.27,0,3.81,0,48.87
"43",충청북도,"43760",충청북도 괴산군,"2017","2017",-47.51,0,-1.21,2,55.49
"44",충청남도,"44210",충청남도 서산시,"2018","2018",4.88,0,2.97,0,51.38
"44",충청남도,"44790",충청남도 청양군,"2016","2016",-49.52,1,14.69,1,65.92
"45",전라북도,"45750",전라북도 임실군,"2019","2019",-62.66,4,-3.34,2,56.47
"45",전라북도,"45750",전라북도 임실군,"2017","2017",-62.66,2,-2.34,1,59.37
"45",전라북도,"45800",전라북도 부안군,"2019","2019",-55.26,3,2.29,1,65.6
"46",전라남도,"46230",전라남도 광양시,"2018","2018",-5.04,0,5.24,0,54.91
"47",경상북도,"47230",경상북도 영천시,"2013","2013",-39.66,2,1.81,0,55.86
"48",경상남도,"48740",경상남도 창녕군,"2019","2019",-40.23,2,3.36,0,64.4
"27",대구광역시,"27290",대구광역시 달서구,"2016","2016",-1.4,3,-0.51,1,60.39
"28",인천광역시,"28237",인천광역시 부평구,"2017","2017",-2.16,3,0.63,1,72.68
"43",충청북도,"43710",충청북도 청원군,"2013","2013",-8.68,1,8.22,0,41.65
"41",경기도,"41190",경기도 부천시,"2014","2014",1.7,4,0.6,1,65.92
"42",강원도,"42130",강원도 원주시,"2013","2013",9.53,0,5.46,1,41.18
"42",강원도,"42130",강원도 원주시,"2019","2019",5.05,0,3.1,0,47.38
"42",강원도,"42130",강원도 원주시,"2018","2018",5.05,0,3.19,0,47.38
"42",강원도,"42730",강원도 횡성군,"2019","2019",-30.78,0,3.57,0,30.92
"42",강원도,"42730",강원도 횡성군,"2018","2018",-30.78,0,1.62,0,29.73
"42",강원도,"42780",강원도 철원군,"2019","2019",-24.15,4,1.95,1,56.23
"42",강원도,"42830",강원도 양양군,"2016","2016",-30.05,5,1.81,1,37.07
"42",강원도,"42830",강원도 양양군,"2013","2013",-39.66,2,3.09,1,31.2
"44",충청남도,"44130",충청남도 천안시,"2019","2019",5.63,0,4.32,0,50.6
"44",충청남도,"44230",충청남도 논산시,"2013","2013",-39.39,2,1.35,1,58.09
"45",전라북도,"45210",전라북도 김제시,"2019","2019",-51.96,5,2.2,0,62.95
"47",경상북도,"47290",경상북도 경산시,"2017","2017",1.5,0,2.68,0,62.8
"46",전라남도,"46820",전라남도 해남군,"2013","2013",-60.85,4,-6.16,1,64.17
"46",전라남도,"46870",전라남도 영광군,"2016","2016",-56.03,3,6.65,0,50.76
"48",경상남도,"48220",경상남도 통영시,"2017","2017",-9.42,4,0.82,0,70
"48",경상남도,"48220",경상남도 통영시,"2016","2016",-9.42,3,2.49,0,67.52
"48",경상남도,"48220",경상남도 통영시,"2019","2019",-9.42,5,3.29,0,68.66
"48",경상남도,"48330",경상남도 양산시,"2017","2017",15.09,0,6.68,0,41.96
"48",경상남도,"48330",경상남도 양산시,"2019","2019",15.09,0,5.27,0,40.79
"11",서울특별시,"11260",서울특별시 중랑구,"2019","2019",-11.35,5,-1.54,1,75.82
"11",서울특별시,"11440",서울특별시 마포구,"2016","2016",-16.28,2,7.42,0,68.72
"11",서울특별시,"11440",서울특별시 마포구,"2019","2019",-16.28,2,2.28,1,68.13
"11",서울특별시,"11545",서울특별시 금천구,"2016","2016",-28.74,5,4.57,0,75.93
"11",서울특별시,"11545",서울특별시 금천구,"2018","2018",-28.74,5,2.69,0,74.99
"26",부산광역시,"26710",부산광역시 기장군,"2014","2014",28.42,0,6.56,0,41.7
"27",대구광역시,"27110",대구광역시 중구,"2013","2013",-66.7,2,-19.76,1,78.75
"28",인천광역시,"28245",인천광역시 계양구,"2016","2016",-3.91,3,3.28,1,56.68
"28",인천광역시,"28245",인천광역시 계양구,"2013","2013",2.99,2,0.7,0,50.22
"28",인천광역시,"28720",인천광역시 옹진군,"2019","2019",-1.97,2,3.16,1,41.99
"29",광주광역시,"29155",광주광역시 남구,"2013","2013",-23.55,2,-2.85,0,72.39
"30",대전광역시,"30140",대전광역시 중구,"2018","2018",-19.9,5,1.91,1,78.45
"30",대전광역시,"30140",대전광역시 중구,"2017","2017",-19.9,4,-0.1,1,79.65
"41",경기도,"41210",경기도 광명시,"2019","2019",-5.57,5,-0.81,1,70.46
"44",충청남도,"44825",충청남도 태안군,"2018","2018",-37.79,1,2.81,0,40.66
"46",전라남도,"46150",전라남도 순천시,"2013","2013",-4.75,1,4.87,0,55.52
"46",전라남도,"46150",전라남도 순천시,"2019","2019",-3.01,1,2.6,0,62.63
"46",전라남도,"46720",전라남도 곡성군,"2018","2018",-55.89,5,-1.12,2,62.34
"47",경상북도,"47280",경상북도 문경시,"2013","2013",-53.12,3,-2.09,0,60.85
"47",경상북도,"47130",경상북도 경주시,"2013","2013",-11.44,5,3.21,1,53.14
"48",경상남도,"48720",경상남도 의령군,"2014","2014",-60.11,2,-4.91,1,30.47
"48",경상남도,"48720",경상남도 의령군,"2016","2016",-53.09,4,2.41,0,38.04
"48",경상남도,"48820",경상남도 고성군,"2017","2017",-37.47,5,-5.98,2,70.72
"48",경상남도,"48820",경상남도 고성군,"2014","2014",-44.35,3,7.27,0,65.22
"48",경상남도,"48850",경상남도 하동군,"2017","2017",-46.87,2,0.53,0,65.97
"27",대구광역시,"27230",대구광역시 북구,"2013","2013",-1.52,5,3.45,0,53.77
"28",인천광역시,"28170",인천광역시 미추홀구,"2019","2019",-7.53,2,0.27,1,74.65
"44",충청남도,"44770",충청남도 서천군,"2018","2018",-51.49,5,-1,1,56.42
"45",전라북도,"45140",전라북도 익산시,"2017","2017",-8.25,4,-0.25,1,66.89
"45",전라북도,"45180",전라북도 정읍시,"2016","2016",-45.95,5,4.83,0,51.82
"46",전라남도,"46780",전라남도 보성군,"2013","2013",-68.5,5,-10.01,2,65.72
"46",전라남도,"46900",전라남도 진도군,"2016","2016",-60.69,5,12.78,1,75.39
"46",전라남도,"46910",전라남도 신안군,"2016","2016",-69.21,3,4.24,0,73.74
"47",경상북도,"47820",경상북도 청도군,"2013","2013",-55.31,3,-1.69,1,57.51
"47",경상북도,"47820",경상북도 청도군,"2019","2019",-44.3,5,6.69,0,67.23
"48",경상남도,"48730",경상남도 함안군,"2016","2016",-9.07,1,9.27,0,27.78
"11",서울특별시,"11500",서울특별시 강서구,"2013","2013",1.47,2,0.78,1,53.47
"11",서울특별시,"11500",서울특별시 강서구,"2018","2018",2.84,1,6.68,0,60.05
"11",서울특별시,"11500",서울특별시 강서구,"2017","2017",2.84,0,4.37,0,59.97
"11",서울특별시,"11680",서울특별시 강남구,"2019","2019",-0.31,4,-3.14,1,59.37
"11",서울특별시,"11710",서울특별시 송파구,"2016","2016",-3.37,5,0.9,1,60.62
"26",부산광역시,"26530",부산광역시 사상구,"2016","2016",-20.41,5,0.36,0,72.59
"26",부산광역시,"26530",부산광역시 사상구,"2017","2017",-20.41,5,0.91,1,73.15
"28",인천광역시,"28200",인천광역시 남동구,"2018","2018",11.3,1,3.93,0,59.81
"31",울산광역시,"31170",울산광역시 동구,"2016","2016",-11.08,3,-2.29,1,57.73
"31",울산광역시,"31170",울산광역시 동구,"2019","2019",-11.08,5,-2.52,2,61.38
"41",경기도,"41480",경기도 파주시,"2017","2017",22.65,0,5.46,0,29.54
"41",경기도,"41630",경기도 양주시,"2019","2019",4.44,0,3.63,0,38.09
"42",강원도,"42170",강원도 동해시,"2019","2019",-7.44,5,-1.22,1,62.31
"44",충청남도,"44250",충청남도 계룡시,"2016","2016",-6.02,3,-0.36,1,40.75
"46",전라남도,"46880",전라남도 장성군,"2016","2016",-50.03,1,6.88,0,58.88
"46",전라남도,"46880",전라남도 장성군,"2019","2019",-50.03,2,4.62,0,58.22
"47",경상북도,"47840",경상북도 성주군,"2017","2017",-39.11,2,-0.64,1,56.77
"47",경상북도,"47840",경상북도 성주군,"2019","2019",-39.11,3,3.44,1,55.12
"11",서울특별시,"11215",서울특별시 광진구,"2014","2014",-4.26,4,-0.99,1,66.38
"11",서울특별시,"11380",서울특별시 은평구,"2017","2017",-2.58,4,0.74,1,70.87
"26",부산광역시,"26200",부산광역시 영도구,"2016","2016",-39.29,5,-7.75,1,82.08
"26",부산광역시,"26200",부산광역시 영도구,"2019","2019",-39.29,5,0.13,1,83.78
"26",부산광역시,"26380",부산광역시 사하구,"2016","2016",-13.52,5,1.59,1,81.82
"27",대구광역시,"27140",대구광역시 동구,"2017","2017",-6.1,1,4.75,0,68.57
"41",경기도,"41410",경기도 군포시,"2017","2017",-0.36,3,6.15,0,66.1
"42",강원도,"42720",강원도 홍천군,"2019","2019",-26.64,2,2.56,0,47.08
"42",강원도,"42720",강원도 홍천군,"2018","2018",-26.64,3,1.07,0,47.26
"42",강원도,"42760",강원도 평창군,"2016","2016",-41.89,3,4.6,0,40.12
"43",충청북도,"43110",충청북도 청주시,"2013","2013",3.75,0,4.11,0,58.68
"43",충청북도,"43110",충청북도 청주시,"2019","2019",22.89,0,2.58,0,55.33
"43",충청북도,"43110",충청북도 청주시,"2017","2017",22.89,0,1.28,0,55.36
"43",충청북도,"43720",충청북도 보은군,"2013","2013",-62.3,3,-17.47,2,59.52
"43",충청북도,"43720",충청북도 보은군,"2018","2018",-53,3,1.55,0,62.83
"44",충청남도,"44710",충청남도 금산군,"2013","2013",-49.08,3,-0.31,1,65.39
"44",충청남도,"44710",충청남도 금산군,"2019","2019",-43.03,5,1.98,0,67.75
"45",전라북도,"45740",전라북도 장수군,"2014","2014",-66.41,3,-5.52,1,56.99
"46",전라남도,"46170",전라남도 나주시,"2017","2017",-46.03,1,5.62,0,68.33
"46",전라남도,"46770",전라남도 고흥군,"2013","2013",-66.92,5,-17.05,1,61.94
"48",경상남도,"48310",경상남도 거제시,"2013","2013",17.71,0,3.56,0,50.09
"48",경상남도,"48310",경상남도 거제시,"2017","2017",7.66,1,2.11,0,54.14
"11",서울특별시,"11230",서울특별시 동대문구,"2013","2013",-34.49,2,-6.35,2,75.28
"11",서울특별시,"11650",서울특별시 서초구,"2019","2019",4.55,3,-1.34,2,63.83
"26",부산광역시,"26260",부산광역시 동래구,"2019","2019",-21.77,4,-2.61,1,82.18
"26",부산광역시,"26350",부산광역시 해운대구,"2013","2013",3.42,1,5.41,0,66.71
"27",대구광역시,"27710",대구광역시 달성군,"2013","2013",12.25,1,5.87,0,50.23
"29",광주광역시,"29200",광주광역시 광산구,"2019","2019",7.93,0,4.82,0,48.68
"30",대전광역시,"30170",대전광역시 서구,"2013","2013",-1.66,2,4.1,0,58.47
"41",경기도,"41130",경기도 성남시,"2013","2013",1.6,2,5.17,1,60.62
"41",경기도,"41280",경기도 고양시,"2014","2014",4.41,0,3.05,0,18.99
"41",경기도,"41450",경기도 하남시,"2014","2014",13.48,3,1.09,0,36.82
"41",경기도,"41800",경기도 연천군,"2014","2014",-39.04,2,3.45,2,49.87
"42",강원도,"42190",강원도 태백시,"2013","2013",-54.77,3,-3.66,1,64.38
"42",강원도,"42190",강원도 태백시,"2017","2017",-59.3,5,2.5,0,69.6
"42",강원도,"42190",강원도 태백시,"2014","2014",-54.77,4,1.23,1,64.26
"42",강원도,"42810",강원도 인제군,"2013","2013",-39.78,1,-1.44,2,21.43
"44",충청남도,"44830",충청남도 당진시,"2016","2016",6.51,0,4.56,0,34.16
"47",경상북도,"47210",경상북도 영주시,"2016","2016",-31.13,5,1.11,0,65.56
"47",경상북도,"47760",경상북도 영양군,"2017","2017",-61.92,4,1.82,0,62.57
"47",경상북도,"47850",경상북도 칠곡군,"2016","2016",2.91,0,6.49,0,45.58
"48",경상남도,"48170",경상남도 진주시,"2018","2018",1.49,2,3.4,0,67.31
"48",경상남도,"48170",경상남도 진주시,"2017","2017",1.49,1,3.79,0,68.91
"48",경상남도,"48840",경상남도 남해군,"2016","2016",-51.87,5,4.11,1,66.7
"48",경상남도,"48890",경상남도 합천군,"2014","2014",-62.28,3,-4.41,1,66
"11",서울특별시,"11140",서울특별시 중구,"2018","2018",-43.71,3,-4.85,2,83.52
"26",부산광역시,"26140",부산광역시 서구,"2017","2017",-47.95,5,-1.9,1,88.26
"28",인천광역시,"28140",인천광역시 동구,"2019","2019",-54.2,5,-3.77,2,76.53
"29",광주광역시,"29140",광주광역시 서구,"2013","2013",-2.75,2,3.41,1,49.86
"29",광주광역시,"29140",광주광역시 서구,"2019","2019",-3.3,3,2.09,0,55.24
"31",울산광역시,"31140",울산광역시 남구,"2014","2014",-0.8,1,2.57,0,54.83
"41",경기도,"41500",경기도 이천시,"2019","2019",3.15,1,2.88,0,38.83
"42",강원도,"42230",강원도 삼척시,"2016","2016",-48.26,3,4.31,0,51.51
"42",강원도,"42230",강원도 삼척시,"2019","2019",-48.26,5,0.83,0,55.14
"42",강원도,"42230",강원도 삼척시,"2017","2017",-48.26,4,3.71,0,54.77
"43",충청북도,"43745",충청북도 증평군,"2019","2019",-12.12,1,4.11,0,54.44
"44",충청남도,"44760",충청남도 부여군,"2019","2019",-49.99,5,-1.59,2,70.87
"45",전라북도,"45110",전라북도 전주시,"2018","2018",0.28,3,1.03,0,61.06
"45",전라북도,"45110",전라북도 전주시,"2014","2014",4.24,0,1.94,0,58.68
"45",전라북도,"45710",전라북도 완주군,"2013","2013",-36.71,1,9.48,0,43.93
"47",경상북도,"47750",경상북도 청송군,"2016","2016",-56.6,5,-3.02,0,55.39
"26",부산광역시,"26290",부산광역시 남구,"2018","2018",-17.45,4,-1.02,1,80.96
"27",대구광역시,"27200",대구광역시 남구,"2013","2013",-39.14,5,-9.29,2,75.12
"30",대전광역시,"30200",대전광역시 유성구,"2013","2013",31.82,0,7.54,0,30.01
"31",울산광역시,"31710",울산광역시 울주군,"2019","2019",12.15,1,2.81,0,41.07
"41",경기도,"41270",경기도 안산시,"2016","2016",-6.31,5,4.41,0,38.83
"41",경기도,"41270",경기도 안산시,"2019","2019",-6.31,5,1.34,0,41.08
"41",경기도,"41550",경기도 안성시,"2013","2013",12.93,0,4.02,0,34.49
"41",경기도,"41730",경기도 여주시,"2016","2016",4.76,1,4.61,1,26.44
"43",충청북도,"43760",충청북도 괴산군,"2018","2018",-47.51,0,0.15,2,51.5
"44",충청남도,"44790",충청남도 청양군,"2013","2013",-59.07,4,-8.58,1,62.48
"44",충청남도,"44790",충청남도 청양군,"2018","2018",-49.52,1,4.72,0,67.18
"44",충청남도,"44790",충청남도 청양군,"2014","2014",-59.07,3,2.15,1,63.2
"45",전라북도,"45750",전라북도 임실군,"2016","2016",-62.66,2,6.47,0,53.09
"45",전라북도,"45800",전라북도 부안군,"2016","2016",-55.26,2,0.47,0,63.31
"46",전라남도,"46230",전라남도 광양시,"2013","2013",-8.3,0,3.5,0,50.02
"46",전라남도,"46800",전라남도 장흥군,"2014","2014",-68.34,0,-1.34,2,64.07
"46",전라남도,"46800",전라남도 장흥군,"2019","2019",-59.47,4,3.91,1,65.19
"46",전라남도,"46810",전라남도 강진군,"2017","2017",-56.18,5,0.1,0,68.57
"48",경상남도,"48740",경상남도 창녕군,"2018","2018",-40.23,1,2.78,0,64.21
"48",경상남도,"48740",경상남도 창녕군,"2017","2017",-40.23,0,2.25,0,66.44
"48",경상남도,"48740",경상남도 창녕군,"2014","2014",-52.36,0,2.55,0,60.22
"48",경상남도,"48740",경상남도 창녕군,"2016","2016",-40.23,0,5.35,0,63.05
"49",제주특별자치도,"49130",제주특별자치도 서귀포시,"2017","2017",-13.83,0,3.98,0,58.17
"49",제주특별자치도,"49130",제주특별자치도 서귀포시,"2019","2019",-13.83,0,6.97,0,58.26
"11",서울특별시,"11350",서울특별시 노원구,"2019","2019",-7.94,5,0.29,0,70.16
"28",인천광역시,"28237",인천광역시 부평구,"2014","2014",-0.12,3,-0.21,1,71.02
"28",인천광역시,"28237",인천광역시 부평구,"2013","2013",-0.12,3,1.33,0,68.08
"28",인천광역시,"28237",인천광역시 부평구,"2018","2018",-2.16,4,0.25,1,73.71
"30",대전광역시,"30230",대전광역시 대덕구,"2016","2016",-16.26,4,1.52,0,65.05
